Result of /data/leuven/370/vsc37064/new_queries_named_graph_openml/query_38.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
featureName                                                                       characteristicName                                                                characteristicValue                                                               relationshipType
Target                                                                                  Target number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
Target                                                                                  Target number of missing values                                                                                  0                                                                                  label
Target                                                                                  Target number of missing values                                                                                  0                                                                                  hasQuality
Target                                                                                  Target number of missing values                                                                                  0                                                                                  type
Target                                                                                  Target number of missing values                                                                                  0                                                                                  hasQuality
Target                                                                                  Target number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
Target                                                                                  Target number of missing values                                                                                  0                                                                                  label
Target                                                                                  Target number of missing values                                                                                  0                                                                                  hasQuality
Target                                                                                  Target number of missing values                                                                                  0                                                                                  hasQuality
Target                                                                                  Target number of missing values                                                                                  0                                                                                  type
Target                                                                                  Target number of missing values                                                                                  0                                                                                  label
Target                                                                                  Target number of missing values                                                                                  0                                                                                  hasQuality
Target                                                                                  Target number of missing values                                                                                  0                                                                                  type
Target                                                                                  Target number of missing values                                                                                  0                                                                                  hasQuality
Target                                                                                  Target number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
Target                                                                                  Target number of missing values                                                                                  0                                                                                  hasQuality
Target                                                                                  Target number of missing values                                                                                  0                                                                                  label
Target                                                                                  Target number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
Target                                                                                  Target number of missing values                                                                                  0                                                                                  type
Target                                                                                  Target number of missing values                                                                                  0                                                                                  hasQuality
Target                                                                                  Target number of missing values                                                                                  0                                                                                  hasQuality
Target                                                                                  Target number of missing values                                                                                  0                                                                                  type
Target                                                                                  Target number of missing values                                                                                  0                                                                                  hasQuality
Target                                                                                  Target number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
Target                                                                                  Target number of missing values                                                                                  0                                                                                  label
Target                                                                                  Target number of missing values                                                                                  0                                                                                  hasQuality
Target                                                                                  Target number of missing values                                                                                  0                                                                                  label
Target                                                                                  Target number of missing values                                                                                  0                                                                                  hasQuality
Target                                                                                  Target number of missing values                                                                                  0                                                                                  type
Target                                                                                  Target number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
Target                                                                                  Target number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
Target                                                                                  Target number of missing values                                                                                  0                                                                                  label
Target                                                                                  Target number of missing values                                                                                  0                                                                                  hasQuality
Target                                                                                  Target number of missing values                                                                                  0                                                                                  hasQuality
Target                                                                                  Target number of missing values                                                                                  0                                                                                  type
Target                                                                                  Target number of missing values                                                                                  0                                                                                  label
Target                                                                                  Target number of missing values                                                                                  0                                                                                  hasQuality
Target                                                                                  Target number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
Target                                                                                  Target number of missing values                                                                                  0                                                                                  hasQuality
Target                                                                                  Target number of missing values                                                                                  0                                                                                  type
TargetUserName                                                                                  TargetUserName data-type                                                                                  string                                                                                  hasQuality
TargetUserName                                                                                  TargetUserName data-type                                                                                  string                                                                                  http://purl.org/dc/terms/title
TargetUserName                                                                                  TargetUserName data-type                                                                                  string                                                                                  hasQuality
TargetUserName                                                                                  TargetUserName data-type                                                                                  string                                                                                  label
TargetUserName                                                                                  TargetUserName data-type                                                                                  string                                                                                  type
TargetUserName                                                                                  TargetUserName number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
TargetUserName                                                                                  TargetUserName number of missing values                                                                                  0                                                                                  label
TargetUserName                                                                                  TargetUserName number of missing values                                                                                  0                                                                                  hasQuality
TargetUserName                                                                                  TargetUserName number of missing values                                                                                  0                                                                                  type
TargetUserName                                                                                  TargetUserName number of missing values                                                                                  0                                                                                  hasQuality
Target_2                                                                                  Target_2 data-type                                                                                  numeric                                                                                  hasQuality
Target_2                                                                                  Target_2 data-type                                                                                  numeric                                                                                  label
Target_2                                                                                  Target_2 data-type                                                                                  numeric                                                                                  type
Target_2                                                                                  Target_2 data-type                                                                                  numeric                                                                                  hasQuality
Target_2                                                                                  Target_2 data-type                                                                                  numeric                                                                                  http://purl.org/dc/terms/title
Target_2                                                                                  Target_2 data-type                                                                                  numeric                                                                                  label
Target_2                                                                                  Target_2 data-type                                                                                  numeric                                                                                  hasQuality
Target_2                                                                                  Target_2 data-type                                                                                  numeric                                                                                  type
Target_2                                                                                  Target_2 data-type                                                                                  numeric                                                                                  hasQuality
Target_2                                                                                  Target_2 data-type                                                                                  numeric                                                                                  http://purl.org/dc/terms/title
Target_2                                                                                  Target_2 number of missing values                                                                                  0                                                                                  hasQuality
Target_2                                                                                  Target_2 number of missing values                                                                                  0                                                                                  label
Target_2                                                                                  Target_2 number of missing values                                                                                  0                                                                                  type
Target_2                                                                                  Target_2 number of missing values                                                                                  0                                                                                  hasQuality
Target_2                                                                                  Target_2 number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
Target_2                                                                                  Target_2 number of missing values                                                                                  0                                                                                  label
Target_2                                                                                  Target_2 number of missing values                                                                                  0                                                                                  hasQuality
Target_2                                                                                  Target_2 number of missing values                                                                                  0                                                                                  type
Target_2                                                                                  Target_2 number of missing values                                                                                  0                                                                                  hasQuality
Target_2                                                                                  Target_2 number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
Target_3                                                                                  Target_3 data-type                                                                                  numeric                                                                                  hasQuality
Target_3                                                                                  Target_3 data-type                                                                                  numeric                                                                                  http://purl.org/dc/terms/title
Target_3                                                                                  Target_3 data-type                                                                                  numeric                                                                                  type
Target_3                                                                                  Target_3 data-type                                                                                  numeric                                                                                  hasQuality
Target_3                                                                                  Target_3 data-type                                                                                  numeric                                                                                  label
Target_3                                                                                  Target_3 data-type                                                                                  numeric                                                                                  hasQuality
Target_3                                                                                  Target_3 data-type                                                                                  numeric                                                                                  label
Target_3                                                                                  Target_3 data-type                                                                                  numeric                                                                                  http://purl.org/dc/terms/title
Target_3                                                                                  Target_3 data-type                                                                                  numeric                                                                                  type
Target_3                                                                                  Target_3 data-type                                                                                  numeric                                                                                  hasQuality
Target_3                                                                                  Target_3 number of missing values                                                                                  0                                                                                  hasQuality
Target_3                                                                                  Target_3 number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
Target_3                                                                                  Target_3 number of missing values                                                                                  0                                                                                  type
Target_3                                                                                  Target_3 number of missing values                                                                                  0                                                                                  hasQuality
Target_3                                                                                  Target_3 number of missing values                                                                                  0                                                                                  label
Target_3                                                                                  Target_3 number of missing values                                                                                  0                                                                                  hasQuality
Target_3                                                                                  Target_3 number of missing values                                                                                  0                                                                                  label
Target_3                                                                                  Target_3 number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
Target_3                                                                                  Target_3 number of missing values                                                                                  0                                                                                  type
Target_3                                                                                  Target_3 number of missing values                                                                                  0                                                                                  hasQuality
Target_4                                                                                  Target_4 data-type                                                                                  numeric                                                                                  hasQuality
Target_4                                                                                  Target_4 data-type                                                                                  numeric                                                                                  http://purl.org/dc/terms/title
Target_4                                                                                  Target_4 data-type                                                                                  numeric                                                                                  hasQuality
Target_4                                                                                  Target_4 data-type                                                                                  numeric                                                                                  type
Target_4                                                                                  Target_4 data-type                                                                                  numeric                                                                                  label
Target_4                                                                                  Target_4 data-type                                                                                  numeric                                                                                  label
Target_4                                                                                  Target_4 data-type                                                                                  numeric                                                                                  hasQuality
Target_4                                                                                  Target_4 data-type                                                                                  numeric                                                                                  http://purl.org/dc/terms/title
Target_4                                                                                  Target_4 data-type                                                                                  numeric                                                                                  type
Target_4                                                                                  Target_4 data-type                                                                                  numeric                                                                                  hasQuality
Target_4                                                                                  Target_4 number of missing values                                                                                  0                                                                                  hasQuality
Target_4                                                                                  Target_4 number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
Target_4                                                                                  Target_4 number of missing values                                                                                  0                                                                                  hasQuality
Target_4                                                                                  Target_4 number of missing values                                                                                  0                                                                                  type
Target_4                                                                                  Target_4 number of missing values                                                                                  0                                                                                  label
Target_4                                                                                  Target_4 number of missing values                                                                                  0                                                                                  label
Target_4                                                                                  Target_4 number of missing values                                                                                  0                                                                                  hasQuality
Target_4                                                                                  Target_4 number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
Target_4                                                                                  Target_4 number of missing values                                                                                  0                                                                                  type
Target_4                                                                                  Target_4 number of missing values                                                                                  0                                                                                  hasQuality
Target_5                                                                                  Target_5 data-type                                                                                  numeric                                                                                  label
Target_5                                                                                  Target_5 data-type                                                                                  numeric                                                                                  hasQuality
Target_5                                                                                  Target_5 data-type                                                                                  numeric                                                                                  type
Target_5                                                                                  Target_5 data-type                                                                                  numeric                                                                                  hasQuality
Target_5                                                                                  Target_5 data-type                                                                                  numeric                                                                                  http://purl.org/dc/terms/title
Target_5                                                                                  Target_5 data-type                                                                                  numeric                                                                                  type
Target_5                                                                                  Target_5 data-type                                                                                  numeric                                                                                  http://purl.org/dc/terms/title
Target_5                                                                                  Target_5 data-type                                                                                  numeric                                                                                  label
Target_5                                                                                  Target_5 data-type                                                                                  numeric                                                                                  hasQuality
Target_5                                                                                  Target_5 data-type                                                                                  numeric                                                                                  hasQuality
Target_5                                                                                  Target_5 number of missing values                                                                                  0                                                                                  label
Target_5                                                                                  Target_5 number of missing values                                                                                  0                                                                                  hasQuality
Target_5                                                                                  Target_5 number of missing values                                                                                  0                                                                                  type
Target_5                                                                                  Target_5 number of missing values                                                                                  0                                                                                  hasQuality
Target_5                                                                                  Target_5 number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
Target_5                                                                                  Target_5 number of missing values                                                                                  0                                                                                  type
Target_5                                                                                  Target_5 number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
Target_5                                                                                  Target_5 number of missing values                                                                                  0                                                                                  label
Target_5                                                                                  Target_5 number of missing values                                                                                  0                                                                                  hasQuality
Target_5                                                                                  Target_5 number of missing values                                                                                  0                                                                                  hasQuality
Target_6                                                                                  Target_6 data-type                                                                                  numeric                                                                                  hasQuality
Target_6                                                                                  Target_6 data-type                                                                                  numeric                                                                                  label
Target_6                                                                                  Target_6 data-type                                                                                  numeric                                                                                  http://purl.org/dc/terms/title
Target_6                                                                                  Target_6 data-type                                                                                  numeric                                                                                  type
Target_6                                                                                  Target_6 data-type                                                                                  numeric                                                                                  hasQuality
Target_6                                                                                  Target_6 data-type                                                                                  numeric                                                                                  label
Target_6                                                                                  Target_6 data-type                                                                                  numeric                                                                                  type
Target_6                                                                                  Target_6 data-type                                                                                  numeric                                                                                  hasQuality
Target_6                                                                                  Target_6 data-type                                                                                  numeric                                                                                  http://purl.org/dc/terms/title
Target_6                                                                                  Target_6 data-type                                                                                  numeric                                                                                  hasQuality
Target_6                                                                                  Target_6 number of missing values                                                                                  0                                                                                  hasQuality
Target_6                                                                                  Target_6 number of missing values                                                                                  0                                                                                  label
Target_6                                                                                  Target_6 number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
Target_6                                                                                  Target_6 number of missing values                                                                                  0                                                                                  type
Target_6                                                                                  Target_6 number of missing values                                                                                  0                                                                                  hasQuality
Target_6                                                                                  Target_6 number of missing values                                                                                  0                                                                                  label
Target_6                                                                                  Target_6 number of missing values                                                                                  0                                                                                  type
Target_6                                                                                  Target_6 number of missing values                                                                                  0                                                                                  hasQuality
Target_6                                                                                  Target_6 number of missing values                                                                                  0                                                                                  http://purl.org/dc/terms/title
Target_6                                                                                  Target_6 number of missing values                                                                                  0                                                                                  hasQuality
attemptPenaltyTarget                                                                                  attemptPenaltyTarget data-type                                                                                  numeric                                                                                  hasQuality
attemptPenaltyTarget                                                                                  attemptPenaltyTarget data-type                                                                                  numeric                                                                                  type
