Result of /data/leuven/370/vsc37064/new_queries_named_graph_predicate/query_1.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
algorithm                                                                         algorithmType
http://w3id.org/mlsea/pwc/algorithm/GAGNN                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/GAGNN
http://w3id.org/mlsea/pwc/algorithm/GATv2                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/GATv2
http://w3id.org/mlsea/pwc/algorithm/GCU                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/GCU
http://w3id.org/mlsea/pwc/algorithm/GEE                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/GEE
http://w3id.org/mlsea/pwc/algorithm/GMVAE                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/GMVAE
http://w3id.org/mlsea/pwc/algorithm/GRIN                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/GRIN
http://w3id.org/mlsea/pwc/algorithm/GRLIA                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/GRLIA
http://w3id.org/mlsea/pwc/algorithm/Global%20Local%20Attention%20Module                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/GlobalLocalAttentionModule
http://w3id.org/mlsea/pwc/algorithm/Gradient%20Normalization                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/GradientNormalization
http://w3id.org/mlsea/pwc/algorithm/Gradient-Based%20Subword%20Tokenization                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Gradient-BasedSubwordTokenization
http://w3id.org/mlsea/pwc/algorithm/HEGCN                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/HEGCN
http://w3id.org/mlsea/pwc/algorithm/Hamburger                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Hamburger
http://w3id.org/mlsea/pwc/algorithm/Hi-LANDER                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Hi-LANDER
http://w3id.org/mlsea/pwc/algorithm/Hierarchical%20Network%20Dissection                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/HierarchicalNetworkDissection
http://w3id.org/mlsea/pwc/algorithm/I3DR-Net                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/I3DR-Net
http://w3id.org/mlsea/pwc/algorithm/IICNet                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/IICNet
http://w3id.org/mlsea/pwc/algorithm/ILVR                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/ILVR
http://w3id.org/mlsea/pwc/algorithm/IQ-Learn                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/IQ-Learn
http://w3id.org/mlsea/pwc/algorithm/IQL                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/IQL
http://w3id.org/mlsea/pwc/algorithm/Invertible%20NxN%20Convolution                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/InvertibleNxNConvolution
http://w3id.org/mlsea/pwc/algorithm/JLA                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/JLA
http://w3id.org/mlsea/pwc/algorithm/K-Net                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/K-Net
http://w3id.org/mlsea/pwc/algorithm/K3M                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/K3M
http://w3id.org/mlsea/pwc/algorithm/KE-MLM                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/KE-MLM
http://w3id.org/mlsea/pwc/algorithm/KGRefiner                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/KGRefiner
http://w3id.org/mlsea/pwc/algorithm/LIMix                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/LIMix
http://w3id.org/mlsea/pwc/algorithm/Label%20Quality%20Model                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/LabelQualityModel
http://w3id.org/mlsea/pwc/algorithm/LayoutReader                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/LayoutReader
http://w3id.org/mlsea/pwc/algorithm/LightAutoML                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/LightAutoML
http://w3id.org/mlsea/pwc/algorithm/Local%20Patch%20Interaction                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/LocalPatchInteraction
http://w3id.org/mlsea/pwc/algorithm/Lower%20Bound%20on%20Transmission%20using%20Non-Linear%20Bounding%20Function%20in%20Single%20Image%20Dehazing                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/LowerBoundonTransmissionusingNon-LinearBoundingFunctioninSingleImageDehazing
http://w3id.org/mlsea/pwc/algorithm/MACEst                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/MACEst
http://w3id.org/mlsea/pwc/algorithm/MATE                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/MATE
http://w3id.org/mlsea/pwc/algorithm/MHMA                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/MHMA
http://w3id.org/mlsea/pwc/algorithm/MT-PET                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/MT-PET
http://w3id.org/mlsea/pwc/algorithm/MTS                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/MTS
http://w3id.org/mlsea/pwc/algorithm/MUSIQ                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/MUSIQ
http://w3id.org/mlsea/pwc/algorithm/Macaw                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Macaw
http://w3id.org/mlsea/pwc/algorithm/Metrix                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Metrix
http://w3id.org/mlsea/pwc/algorithm/Mix-FFN                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Mix-FFN
http://w3id.org/mlsea/pwc/algorithm/Morphence                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Morphence
http://w3id.org/mlsea/pwc/algorithm/MuVER                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/MuVER
http://w3id.org/mlsea/pwc/algorithm/Multi-DConv-Head%20Attention                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Multi-DConv-HeadAttention
http://w3id.org/mlsea/pwc/algorithm/NCL                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/NCL
http://w3id.org/mlsea/pwc/algorithm/NEAT                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/NEAT
http://w3id.org/mlsea/pwc/algorithm/NesT                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/NesT
http://w3id.org/mlsea/pwc/algorithm/NeuroTactic                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/NeuroTactic
http://w3id.org/mlsea/pwc/algorithm/Noise2Fast                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Noise2Fast
http://w3id.org/mlsea/pwc/algorithm/Non-Linear-Bounding-Function                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Non-Linear-Bounding-Function
http://w3id.org/mlsea/pwc/algorithm/NormFormer                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/NormFormer
http://w3id.org/mlsea/pwc/algorithm/OMGD                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/OMGD
http://w3id.org/mlsea/pwc/algorithm/OODformer                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/OODformer
http://w3id.org/mlsea/pwc/algorithm/OTM                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/OTM
http://w3id.org/mlsea/pwc/algorithm/Object%20Dropout                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/ObjectDropout
http://w3id.org/mlsea/pwc/algorithm/PAUSE                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/PAUSE
http://w3id.org/mlsea/pwc/algorithm/PICARD                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/PICARD
http://w3id.org/mlsea/pwc/algorithm/PQ-Transformer                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/PQ-Transformer
http://w3id.org/mlsea/pwc/algorithm/PRNet%2B                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/PRNet+
http://w3id.org/mlsea/pwc/algorithm/PVTv2                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/PVTv2
http://w3id.org/mlsea/pwc/algorithm/Packed%20Levitated%20Markers                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/PackedLevitatedMarkers
http://w3id.org/mlsea/pwc/algorithm/Parallax                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Parallax
http://w3id.org/mlsea/pwc/algorithm/ParamCrop                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/ParamCrop
http://w3id.org/mlsea/pwc/algorithm/Partition%20Filter%20Network                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/PartitionFilterNetwork
http://w3id.org/mlsea/pwc/algorithm/Perceiver%20IO                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/PerceiverIO
http://w3id.org/mlsea/pwc/algorithm/PermuteFormer                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/PermuteFormer
http://w3id.org/mlsea/pwc/algorithm/PipeDream                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/PipeDream
http://w3id.org/mlsea/pwc/algorithm/Playstyle%20Distance                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/PlaystyleDistance
http://w3id.org/mlsea/pwc/algorithm/PnP                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/PnP
http://w3id.org/mlsea/pwc/algorithm/PocketNet                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/PocketNet
http://w3id.org/mlsea/pwc/algorithm/PolyConv                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/PolyConv
http://w3id.org/mlsea/pwc/algorithm/PonderNet                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/PonderNet
http://w3id.org/mlsea/pwc/algorithm/Powerpropagation                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Powerpropagation
http://w3id.org/mlsea/pwc/algorithm/Primer                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Primer
http://w3id.org/mlsea/pwc/algorithm/RESCAL%20RP                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/RESCALRP
http://w3id.org/mlsea/pwc/algorithm/RESCAL-RP                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/RESCAL-RP
http://w3id.org/mlsea/pwc/algorithm/Rank-based%20Loss                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Rank-basedLoss
http://w3id.org/mlsea/pwc/algorithm/ReasonBERT                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/ReasonBERT
http://w3id.org/mlsea/pwc/algorithm/RegionViT                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/RegionViT
http://w3id.org/mlsea/pwc/algorithm/RelDiff                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/RelDiff
http://w3id.org/mlsea/pwc/algorithm/Rendezvous                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Rendezvous
http://w3id.org/mlsea/pwc/algorithm/RetinaNet-RS                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/RetinaNet-RS
http://w3id.org/mlsea/pwc/algorithm/Robust%20Predictable%20Control                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/RobustPredictableControl
http://w3id.org/mlsea/pwc/algorithm/SAINT                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/SAINT
http://w3id.org/mlsea/pwc/algorithm/SCARF                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/SCARF
http://w3id.org/mlsea/pwc/algorithm/SCNN_UNet_ConvLSTM                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/SCNN_UNet_ConvLSTM
http://w3id.org/mlsea/pwc/algorithm/SETSe                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/SETSe
http://w3id.org/mlsea/pwc/algorithm/SSKD                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/SSKD
http://w3id.org/mlsea/pwc/algorithm/STraTA                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/STraTA
http://w3id.org/mlsea/pwc/algorithm/SegFormer                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/SegFormer
http://w3id.org/mlsea/pwc/algorithm/Serf                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Serf
http://w3id.org/mlsea/pwc/algorithm/ShapeConv                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/ShapeConv
http://w3id.org/mlsea/pwc/algorithm/Shuffle-T                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Shuffle-T
http://w3id.org/mlsea/pwc/algorithm/SimAdapter                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/SimAdapter
http://w3id.org/mlsea/pwc/algorithm/SimVLM                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/SimVLM
http://w3id.org/mlsea/pwc/algorithm/Soft%20Split%20and%20Soft%20Composition                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/SoftSplitandSoftComposition
http://w3id.org/mlsea/pwc/algorithm/SpreadsheetCoder                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/SpreadsheetCoder
http://w3id.org/mlsea/pwc/algorithm/Squared%20ReLU                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/SquaredReLU
http://w3id.org/mlsea/pwc/algorithm/Sscs                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Sscs
http://w3id.org/mlsea/pwc/algorithm/StreaMRAK                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/StreaMRAK
http://w3id.org/mlsea/pwc/algorithm/TAPEX                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/TAPEX
http://w3id.org/mlsea/pwc/algorithm/TILDEv2                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/TILDEv2
http://w3id.org/mlsea/pwc/algorithm/Temporal%20Distribution%20Characterization                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/TemporalDistributionCharacterization
http://w3id.org/mlsea/pwc/algorithm/Temporal%20Distribution%20Matching                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/TemporalDistributionMatching
http://w3id.org/mlsea/pwc/algorithm/Temporal%20ROIAlign                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/TemporalROIAlign
http://w3id.org/mlsea/pwc/algorithm/TopK%20Copy                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/TopKCopy
http://w3id.org/mlsea/pwc/algorithm/Topographic%20VAE                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/TopographicVAE
http://w3id.org/mlsea/pwc/algorithm/TrOCR                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/TrOCR
http://w3id.org/mlsea/pwc/algorithm/Trans-Encoder                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Trans-Encoder
http://w3id.org/mlsea/pwc/algorithm/TransferQA                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/TransferQA
http://w3id.org/mlsea/pwc/algorithm/TuckER-RP                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/TuckER-RP
http://w3id.org/mlsea/pwc/algorithm/U-RNNs                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/U-RNNs
http://w3id.org/mlsea/pwc/algorithm/UCTransNet                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/UCTransNet
http://w3id.org/mlsea/pwc/algorithm/UFLoss                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/UFLoss
http://w3id.org/mlsea/pwc/algorithm/VLMo                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/VLMo
http://w3id.org/mlsea/pwc/algorithm/VoTr                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/VoTr
http://w3id.org/mlsea/pwc/algorithm/XCiT                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/XCiT
http://w3id.org/mlsea/pwc/algorithm/XCiT%20Layer                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/XCiTLayer
http://w3id.org/mlsea/pwc/algorithm/YOHO                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/YOHO
http://w3id.org/mlsea/pwc/algorithm/YOLOP                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/YOLOP
http://w3id.org/mlsea/pwc/algorithm/gCANS                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/gCANS
http://w3id.org/mlsea/pwc/algorithm/imGHUM                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/imGHUM
http://w3id.org/mlsea/pwc/algorithm/nnFormer                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/nnFormer
http://w3id.org/mlsea/pwc/algorithm/wav2vec-U                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/wav2vec-U
http://w3id.org/mlsea/pwc/algorithm/AHAF                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/AHAF
http://w3id.org/mlsea/pwc/algorithm/AltCLIP                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/AltCLIP
http://w3id.org/mlsea/pwc/algorithm/AltDiffusion                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/AltDiffusion
http://w3id.org/mlsea/pwc/algorithm/BLOOM                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/BLOOM
http://w3id.org/mlsea/pwc/algorithm/BLOOMZ                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/BLOOMZ
http://w3id.org/mlsea/pwc/algorithm/Conffusion                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Conffusion
http://w3id.org/mlsea/pwc/algorithm/CosLU                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/CosLU
http://w3id.org/mlsea/pwc/algorithm/CubeRE                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/CubeRE
http://w3id.org/mlsea/pwc/algorithm/DAMO-YOLO                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/DAMO-YOLO
http://w3id.org/mlsea/pwc/algorithm/DELU                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/DELU
http://w3id.org/mlsea/pwc/algorithm/DMVFN                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/DMVFN
http://w3id.org/mlsea/pwc/algorithm/DSPT                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/DSPT
http://w3id.org/mlsea/pwc/algorithm/Dreamix                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Dreamix
http://w3id.org/mlsea/pwc/algorithm/Early%20Dropout                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/EarlyDropout
http://w3id.org/mlsea/pwc/algorithm/Flan-T5                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Flan-T5
http://w3id.org/mlsea/pwc/algorithm/Focus                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Focus
http://w3id.org/mlsea/pwc/algorithm/GPT-4                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/GPT-4
http://w3id.org/mlsea/pwc/algorithm/Galactica                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Galactica
http://w3id.org/mlsea/pwc/algorithm/HINT                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/HINT
http://w3id.org/mlsea/pwc/algorithm/HyperSA                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/HyperSA
http://w3id.org/mlsea/pwc/algorithm/InternVideo                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/InternVideo
http://w3id.org/mlsea/pwc/algorithm/Internet%20Explorer                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/InternetExplorer
http://w3id.org/mlsea/pwc/algorithm/IterInpaint                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/IterInpaint
http://w3id.org/mlsea/pwc/algorithm/LLaMA                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/LLaMA
http://w3id.org/mlsea/pwc/algorithm/Lbl2TransformerVec                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Lbl2TransformerVec
http://w3id.org/mlsea/pwc/algorithm/LinComb                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/LinComb
http://w3id.org/mlsea/pwc/algorithm/Lion                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Lion
http://w3id.org/mlsea/pwc/algorithm/M3L                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/M3L
http://w3id.org/mlsea/pwc/algorithm/MARLIN                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/MARLIN
http://w3id.org/mlsea/pwc/algorithm/NFN                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/NFN
http://w3id.org/mlsea/pwc/algorithm/NormLinComb                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/NormLinComb
http://w3id.org/mlsea/pwc/algorithm/OPT-IML                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/OPT-IML
http://w3id.org/mlsea/pwc/algorithm/OneR                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/OneR
http://w3id.org/mlsea/pwc/algorithm/PALED                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/PALED
http://w3id.org/mlsea/pwc/algorithm/PLIP                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/PLIP
http://w3id.org/mlsea/pwc/algorithm/Pythia                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Pythia
http://w3id.org/mlsea/pwc/algorithm/R-Mix                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/R-Mix
http://w3id.org/mlsea/pwc/algorithm/RTMDet                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/RTMDet
http://w3id.org/mlsea/pwc/algorithm/ReLUN                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/ReLUN
http://w3id.org/mlsea/pwc/algorithm/ScaledSoftSign                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/ScaledSoftSign
http://w3id.org/mlsea/pwc/algorithm/Separate%20And%20Diffuse                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/SeparateAndDiffuse
http://w3id.org/mlsea/pwc/algorithm/ShiLU                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/ShiLU
http://w3id.org/mlsea/pwc/algorithm/Spatial%20Propagation                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/SpatialPropagation
http://w3id.org/mlsea/pwc/algorithm/Universal%20Probing                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/UniversalProbing
http://w3id.org/mlsea/pwc/algorithm/b2b%20transfer%20learning                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/b2btransferlearning
http://w3id.org/mlsea/pwc/algorithm/RUN                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/RUN
http://w3id.org/mlsea/pwc/algorithm/1-bit%20LAMB                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/1-bitLAMB
http://w3id.org/mlsea/pwc/algorithm/ACGPN                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/ACGPN
http://w3id.org/mlsea/pwc/algorithm/AMSGrad                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/AMSGrad
http://w3id.org/mlsea/pwc/algorithm/Activation%20Normalization                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/ActivationNormalization
http://w3id.org/mlsea/pwc/algorithm/AdaShift                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/AdaShift
http://w3id.org/mlsea/pwc/algorithm/Adapter                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Adapter
http://w3id.org/mlsea/pwc/algorithm/Adaptive%20Input%20Representations                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/AdaptiveInputRepresentations
http://w3id.org/mlsea/pwc/algorithm/Attention%20Dropout                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/AttentionDropout
http://w3id.org/mlsea/pwc/algorithm/Attention%20Mesh                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/AttentionMesh
http://w3id.org/mlsea/pwc/algorithm/AutoInt                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/AutoInt
http://w3id.org/mlsea/pwc/algorithm/BAM                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/BAM
http://w3id.org/mlsea/pwc/algorithm/BERT                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/BERT
http://w3id.org/mlsea/pwc/algorithm/Beta-VAE                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Beta-VAE
http://w3id.org/mlsea/pwc/algorithm/Big-Little%20Module                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Big-LittleModule
http://w3id.org/mlsea/pwc/algorithm/Big-Little%20Net                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Big-LittleNet
http://w3id.org/mlsea/pwc/algorithm/BigGAN                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/BigGAN
http://w3id.org/mlsea/pwc/algorithm/BigGAN-deep                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/BigGAN-deep
http://w3id.org/mlsea/pwc/algorithm/Branch%20attention                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Branchattention
http://w3id.org/mlsea/pwc/algorithm/Bridge-net                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Bridge-net
http://w3id.org/mlsea/pwc/algorithm/CBAM                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/CBAM
http://w3id.org/mlsea/pwc/algorithm/CBoW%20Word2Vec                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/CBoWWord2Vec
http://w3id.org/mlsea/pwc/algorithm/CCNet                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/CCNet
http://w3id.org/mlsea/pwc/algorithm/CGRU                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/CGRU
http://w3id.org/mlsea/pwc/algorithm/CP%20N3                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/CPN3
http://w3id.org/mlsea/pwc/algorithm/CP-N3                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/CP-N3
http://w3id.org/mlsea/pwc/algorithm/Channel%20Squeeze%20and%20Spatial%20Excitation                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/ChannelSqueezeandSpatialExcitation
http://w3id.org/mlsea/pwc/algorithm/CharacterBERT                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/CharacterBERT
http://w3id.org/mlsea/pwc/algorithm/ClariNet                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/ClariNet
http://w3id.org/mlsea/pwc/algorithm/CodeT5                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/CodeT5
http://w3id.org/mlsea/pwc/algorithm/ComplEx-N3                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/ComplEx-N3
http://w3id.org/mlsea/pwc/algorithm/Concurrent%20Spatial%20and%20Channel%20Squeeze%20%26%20Excitation                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/ConcurrentSpatialandChannelSqueeze&Excitation
http://w3id.org/mlsea/pwc/algorithm/Contractive%20Autoencoder                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/ContractiveAutoencoder
http://w3id.org/mlsea/pwc/algorithm/Contrastive%20Predictive%20Coding                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/ContrastivePredictiveCoding
http://w3id.org/mlsea/pwc/algorithm/ConvTasNet                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/ConvTasNet
http://w3id.org/mlsea/pwc/algorithm/CoordConv                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/CoordConv
http://w3id.org/mlsea/pwc/algorithm/Corner%20Pooling                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/CornerPooling
http://w3id.org/mlsea/pwc/algorithm/CornerNet                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/CornerNet
http://w3id.org/mlsea/pwc/algorithm/Cross-View%20Training                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/Cross-ViewTraining
http://w3id.org/mlsea/pwc/algorithm/Cyclical%20Learning%20Rate%20Policy                                                                                  http://w3id.org/mlso/vocab/ml_algorithm/CyclicalLearningRatePolicy
