Result of /data/leuven/370/vsc37064/new_queries_named_graph/query_8.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
workTitle                                                                         authorName                                                                        publicationDate
Dimensionality Reduction in Sentence Transformer Vector Databases with Fast Fourier Transform                                                                                  Alec Segal                                                                                  2024-04-09 00:00:00
Does Transformer Interpretability Transfer to RNNs?                                                                                  Thomas Marshall                                                                                  2024-04-09 00:00:00
Does Transformer Interpretability Transfer to RNNs?                                                                                  Gonçalo Paulo                                                                                  2024-04-09 00:00:00
Does Transformer Interpretability Transfer to RNNs?                                                                                  Nora Belrose                                                                                  2024-04-09 00:00:00
Generative Pre-Trained Transformer for Symbolic Regression Base In-Context Reinforcement Learning                                                                                  YanJie Li                                                                                  2024-04-09 00:00:00
Generative Pre-Trained Transformer for Symbolic Regression Base In-Context Reinforcement Learning                                                                                  Lina Yu                                                                                  2024-04-09 00:00:00
Generative Pre-Trained Transformer for Symbolic Regression Base In-Context Reinforcement Learning                                                                                  Min Wu                                                                                  2024-04-09 00:00:00
Generative Pre-Trained Transformer for Symbolic Regression Base In-Context Reinforcement Learning                                                                                  Shu Wei                                                                                  2024-04-09 00:00:00
Generative Pre-Trained Transformer for Symbolic Regression Base In-Context Reinforcement Learning                                                                                  Meilan Hao                                                                                  2024-04-09 00:00:00
Generative Pre-Trained Transformer for Symbolic Regression Base In-Context Reinforcement Learning                                                                                  Weijun Li                                                                                  2024-04-09 00:00:00
Generative Pre-Trained Transformer for Symbolic Regression Base In-Context Reinforcement Learning                                                                                  Wenqiang Li                                                                                  2024-04-09 00:00:00
Generative Pre-Trained Transformer for Symbolic Regression Base In-Context Reinforcement Learning                                                                                  Jingyi Liu                                                                                  2024-04-09 00:00:00
Generative Pre-Trained Transformer for Symbolic Regression Base In-Context Reinforcement Learning                                                                                  Yusong Deng                                                                                  2024-04-09 00:00:00
HPNet: Dynamic Trajectory Forecasting with Historical Prediction Attention                                                                                  Shiguang Shan                                                                                  2024-04-09 00:00:00
HPNet: Dynamic Trajectory Forecasting with Historical Prediction Attention                                                                                  Meina Kan                                                                                  2024-04-09 00:00:00
HPNet: Dynamic Trajectory Forecasting with Historical Prediction Attention                                                                                  Xilin Chen                                                                                  2024-04-09 00:00:00
HPNet: Dynamic Trajectory Forecasting with Historical Prediction Attention                                                                                  Jinfeng Bai                                                                                  2024-04-09 00:00:00
HPNet: Dynamic Trajectory Forecasting with Historical Prediction Attention                                                                                  Zhilong Ji                                                                                  2024-04-09 00:00:00
HPNet: Dynamic Trajectory Forecasting with Historical Prediction Attention                                                                                  Xiaolong Tang                                                                                  2024-04-09 00:00:00
LATUP-Net: A Lightweight 3D Attention U-Net with Parallel Convolutions for Brain Tumor Segmentation                                                                                  Yipeng Qin                                                                                  2024-04-09 00:00:00
LATUP-Net: A Lightweight 3D Attention U-Net with Parallel Convolutions for Brain Tumor Segmentation                                                                                  Xianfang Sun                                                                                  2024-04-09 00:00:00
LATUP-Net: A Lightweight 3D Attention U-Net with Parallel Convolutions for Brain Tumor Segmentation                                                                                  Ebtihal J. Alwadee                                                                                  2024-04-09 00:00:00
LATUP-Net: A Lightweight 3D Attention U-Net with Parallel Convolutions for Brain Tumor Segmentation                                                                                  Frank C. Langbein                                                                                  2024-04-09 00:00:00
LIPT: Latency-aware Image Processing Transformer                                                                                  Jie Hu                                                                                  2024-04-09 00:00:00
LIPT: Latency-aware Image Processing Transformer                                                                                  Haizhen Xie                                                                                  2024-04-09 00:00:00
LIPT: Latency-aware Image Processing Transformer                                                                                  Wei Li                                                                                  2024-04-09 00:00:00
LIPT: Latency-aware Image Processing Transformer                                                                                  Hanting Chen                                                                                  2024-04-09 00:00:00
LIPT: Latency-aware Image Processing Transformer                                                                                  Shaohui Lin                                                                                  2024-04-09 00:00:00
LIPT: Latency-aware Image Processing Transformer                                                                                  Yunshuai Zhou                                                                                  2024-04-09 00:00:00
LIPT: Latency-aware Image Processing Transformer                                                                                  Zhijun Tu                                                                                  2024-04-09 00:00:00
LIPT: Latency-aware Image Processing Transformer                                                                                  Junbo Qiao                                                                                  2024-04-09 00:00:00
Mansformer: Efficient Transformer of Mixed Attention for Image Deblurring and Beyond                                                                                  Shao-Yi Chien                                                                                  2024-04-09 00:00:00
Mansformer: Efficient Transformer of Mixed Attention for Image Deblurring and Beyond                                                                                  Jinshan Pan                                                                                  2024-04-09 00:00:00
Mansformer: Efficient Transformer of Mixed Attention for Image Deblurring and Beyond                                                                                  Ming-Hsuan Yang                                                                                  2024-04-09 00:00:00
Mansformer: Efficient Transformer of Mixed Attention for Image Deblurring and Beyond                                                                                  Pin-Hung Kuo                                                                                  2024-04-09 00:00:00
MuPT: A Generative Symbolic Music Pretrained Transformer                                                                                  Wenhu Chen                                                                                  2024-04-09 00:00:00
MuPT: A Generative Symbolic Music Pretrained Transformer                                                                                  Xueling Liu                                                                                  2024-04-09 00:00:00
MuPT: A Generative Symbolic Music Pretrained Transformer                                                                                  Xiang Yue                                                                                  2024-04-09 00:00:00
MuPT: A Generative Symbolic Music Pretrained Transformer                                                                                  Ziya Zhou                                                                                  2024-04-09 00:00:00
MuPT: A Generative Symbolic Music Pretrained Transformer                                                                                  Yinghao Ma                                                                                  2024-04-09 00:00:00
MuPT: A Generative Symbolic Music Pretrained Transformer                                                                                  Stephen W. Huang                                                                                  2024-04-09 00:00:00
MuPT: A Generative Symbolic Music Pretrained Transformer                                                                                  Emmanouil Benetos                                                                                  2024-04-09 00:00:00
MuPT: A Generative Symbolic Music Pretrained Transformer                                                                                  Jie Fu                                                                                  2024-04-09 00:00:00
MuPT: A Generative Symbolic Music Pretrained Transformer                                                                                  Wei Xue                                                                                  2024-04-09 00:00:00
MuPT: A Generative Symbolic Music Pretrained Transformer                                                                                  Xu Tan                                                                                  2024-04-09 00:00:00
MuPT: A Generative Symbolic Music Pretrained Transformer                                                                                  Chenghua Lin                                                                                  2024-04-09 00:00:00
MuPT: A Generative Symbolic Music Pretrained Transformer                                                                                  Gus Xia                                                                                  2024-04-09 00:00:00
MuPT: A Generative Symbolic Music Pretrained Transformer                                                                                  Tianyu Zhang                                                                                  2024-04-09 00:00:00
MuPT: A Generative Symbolic Music Pretrained Transformer                                                                                  Ruibin Yuan                                                                                  2024-04-09 00:00:00
MuPT: A Generative Symbolic Music Pretrained Transformer                                                                                  Yuelin Bai                                                                                  2024-04-09 00:00:00
MuPT: A Generative Symbolic Music Pretrained Transformer                                                                                  Junting Zhou                                                                                  2024-04-09 00:00:00
MuPT: A Generative Symbolic Music Pretrained Transformer                                                                                  Shuyue Guo                                                                                  2024-04-09 00:00:00
MuPT: A Generative Symbolic Music Pretrained Transformer                                                                                  Ziyang Ma                                                                                  2024-04-09 00:00:00
MuPT: A Generative Symbolic Music Pretrained Transformer                                                                                  Yiming Liang                                                                                  2024-04-09 00:00:00
MuPT: A Generative Symbolic Music Pretrained Transformer                                                                                  Xinrun Du                                                                                  2024-04-09 00:00:00
MuPT: A Generative Symbolic Music Pretrained Transformer                                                                                  Fengze Han                                                                                  2024-04-09 00:00:00
MuPT: A Generative Symbolic Music Pretrained Transformer                                                                                  Shangda Wu                                                                                  2024-04-09 00:00:00
MuPT: A Generative Symbolic Music Pretrained Transformer                                                                                  Ka Man Lo                                                                                  2024-04-09 00:00:00
MuPT: A Generative Symbolic Music Pretrained Transformer                                                                                  Lejun Min                                                                                  2024-04-09 00:00:00
MuPT: A Generative Symbolic Music Pretrained Transformer                                                                                  Tianyu Zheng                                                                                  2024-04-09 00:00:00
MuPT: A Generative Symbolic Music Pretrained Transformer                                                                                  Jiaheng Liu                                                                                  2024-04-09 00:00:00
MuPT: A Generative Symbolic Music Pretrained Transformer                                                                                  Ge Zhang                                                                                  2024-04-09 00:00:00
MuPT: A Generative Symbolic Music Pretrained Transformer                                                                                  Yizhi Li                                                                                  2024-04-09 00:00:00
MuPT: A Generative Symbolic Music Pretrained Transformer                                                                                  Xingwei Qu                                                                                  2024-04-09 00:00:00
PGTNet: A Process Graph Transformer Network for Remaining Time Prediction of Business Process Instances                                                                                  Keyvan Amiri Elyasi                                                                                  2024-04-09 00:00:00
PGTNet: A Process Graph Transformer Network for Remaining Time Prediction of Business Process Instances                                                                                  Heiner Stuckenschmidt                                                                                  2024-04-09 00:00:00
PGTNet: A Process Graph Transformer Network for Remaining Time Prediction of Business Process Instances                                                                                  Han van der Aa                                                                                  2024-04-09 00:00:00
Wasserstein Dependent Graph Attention Network for Collaborative Filtering with Uncertainty                                                                                  Zhang Xiong                                                                                  2024-04-09 00:00:00
Wasserstein Dependent Graph Attention Network for Collaborative Filtering with Uncertainty                                                                                  Zhuang Liu                                                                                  2024-04-09 00:00:00
Wasserstein Dependent Graph Attention Network for Collaborative Filtering with Uncertainty                                                                                  Wenge Rong                                                                                  2024-04-09 00:00:00
Wasserstein Dependent Graph Attention Network for Collaborative Filtering with Uncertainty                                                                                  Haoxuan Li                                                                                  2024-04-09 00:00:00
Wasserstein Dependent Graph Attention Network for Collaborative Filtering with Uncertainty                                                                                  Yuanxin Ouyang                                                                                  2024-04-09 00:00:00
scRDiT: Generating single-cell RNA-seq data by diffusion transformers and accelerating sampling                                                                                  Ding Liu                                                                                  2024-04-09 00:00:00
scRDiT: Generating single-cell RNA-seq data by diffusion transformers and accelerating sampling                                                                                  Jinzhi Lei                                                                                  2024-04-09 00:00:00
scRDiT: Generating single-cell RNA-seq data by diffusion transformers and accelerating sampling                                                                                  Shengze Dong                                                                                  2024-04-09 00:00:00
scRDiT: Generating single-cell RNA-seq data by diffusion transformers and accelerating sampling                                                                                  Zhuorui Cui                                                                                  2024-04-09 00:00:00
Attention-Driven Multi-Agent Reinforcement Learning: Enhancing Decisions with Expertise-Informed Tasks                                                                                  Andre R Kuroswiski                                                                                  2024-04-08 00:00:00
Attention-Driven Multi-Agent Reinforcement Learning: Enhancing Decisions with Expertise-Informed Tasks                                                                                  Annie S Wu                                                                                  2024-04-08 00:00:00
Attention-Driven Multi-Agent Reinforcement Learning: Enhancing Decisions with Expertise-Informed Tasks                                                                                  Angelo Passaro                                                                                  2024-04-08 00:00:00
Decision Transformer for Wireless Communications: A New Paradigm of Resource Management                                                                                  Jun Li                                                                                  2024-04-08 00:00:00
Decision Transformer for Wireless Communications: A New Paradigm of Resource Management                                                                                  Zhe Wang                                                                                  2024-04-08 00:00:00
Decision Transformer for Wireless Communications: A New Paradigm of Resource Management                                                                                  Wen Chen                                                                                  2024-04-08 00:00:00
Decision Transformer for Wireless Communications: A New Paradigm of Resource Management                                                                                  Long Shi                                                                                  2024-04-08 00:00:00
Decision Transformer for Wireless Communications: A New Paradigm of Resource Management                                                                                  Jie Zhang                                                                                  2024-04-08 00:00:00
Decision Transformer for Wireless Communications: A New Paradigm of Resource Management                                                                                  H. Vincent Poor                                                                                  2024-04-08 00:00:00
Decision Transformer for Wireless Communications: A New Paradigm of Resource Management                                                                                  Shi Jin                                                                                  2024-04-08 00:00:00
Fighting crime with Transformers: Empirical analysis of address parsing methods in payment data                                                                                  Bojan Petrovski                                                                                  2024-04-08 00:00:00
Fighting crime with Transformers: Empirical analysis of address parsing methods in payment data                                                                                  Haitham Hammami                                                                                  2024-04-08 00:00:00
Fighting crime with Transformers: Empirical analysis of address parsing methods in payment data                                                                                  Louis Baligand                                                                                  2024-04-08 00:00:00
HSViT: Horizontally Scalable Vision Transformer                                                                                  Chee Peng Lim                                                                                  2024-04-08 00:00:00
HSViT: Horizontally Scalable Vision Transformer                                                                                  Chenhao Xu                                                                                  2024-04-08 00:00:00
HSViT: Horizontally Scalable Vision Transformer                                                                                  Chang-Tsun Li                                                                                  2024-04-08 00:00:00
HSViT: Horizontally Scalable Vision Transformer                                                                                  Douglas Creighton                                                                                  2024-04-08 00:00:00
Investigating the Effectiveness of Cross-Attention to Unlock Zero-Shot Editing of Text-to-Video Diffusion Models                                                                                  Luc van Gool                                                                                  2024-04-08 00:00:00
Investigating the Effectiveness of Cross-Attention to Unlock Zero-Shot Editing of Text-to-Video Diffusion Models                                                                                  Wouter Van Gansbeke                                                                                  2024-04-08 00:00:00
Investigating the Effectiveness of Cross-Attention to Unlock Zero-Shot Editing of Text-to-Video Diffusion Models                                                                                  Saman Motamed                                                                                  2024-04-08 00:00:00
MLP Can Be A Good Transformer Learner                                                                                  Xiaodan Liang                                                                                  2024-04-08 00:00:00
MLP Can Be A Good Transformer Learner                                                                                  Andy Song                                                                                  2024-04-08 00:00:00
MLP Can Be A Good Transformer Learner                                                                                  Xiaojun Chang                                                                                  2024-04-08 00:00:00
MLP Can Be A Good Transformer Learner                                                                                  Pumeng Lyu                                                                                  2024-04-08 00:00:00
MLP Can Be A Good Transformer Learner                                                                                  Tao Tang                                                                                  2024-04-08 00:00:00
MLP Can Be A Good Transformer Learner                                                                                  Dongrui Liu                                                                                  2024-04-08 00:00:00
MLP Can Be A Good Transformer Learner                                                                                  Sihao Lin                                                                                  2024-04-08 00:00:00
Multi-head Attention-based Deep Multiple Instance Learning                                                                                  Mitko Veta                                                                                  2024-04-08 00:00:00
Multi-head Attention-based Deep Multiple Instance Learning                                                                                  Josien Pluim                                                                                  2024-04-08 00:00:00
Multi-head Attention-based Deep Multiple Instance Learning                                                                                  Hassan Keshvarikhojasteh                                                                                  2024-04-08 00:00:00
Neural Sequence-to-Sequence Modeling with Attention by Leveraging Deep Learning Architectures for Enhanced Contextual Understanding in Abstractive Text Summarization                                                                                  Bhavith Chandra Challagundla                                                                                  2024-04-08 00:00:00
Neural Sequence-to-Sequence Modeling with Attention by Leveraging Deep Learning Architectures for Enhanced Contextual Understanding in Abstractive Text Summarization                                                                                  Chakradhar Peddavenkatagari                                                                                  2024-04-08 00:00:00
Softmax Attention with Constant Cost per Token                                                                                  Franz A. Heinsen                                                                                  2024-04-08 00:00:00
Spatio-Temporal Attention and Gaussian Processes for Personalized Video Gaze Estimation                                                                                  Mohit Yadav                                                                                  2024-04-08 00:00:00
Spatio-Temporal Attention and Gaussian Processes for Personalized Video Gaze Estimation                                                                                  Roberto Manduchi                                                                                  2024-04-08 00:00:00
Spatio-Temporal Attention and Gaussian Processes for Personalized Video Gaze Estimation                                                                                  Swati Jindal                                                                                  2024-04-08 00:00:00
Taming Transformers for Realistic Lidar Point Cloud Generation                                                                                  Hamed Haghighi                                                                                  2024-04-08 00:00:00
Taming Transformers for Realistic Lidar Point Cloud Generation                                                                                  Kurt Debattista                                                                                  2024-04-08 00:00:00
Taming Transformers for Realistic Lidar Point Cloud Generation                                                                                  Valentina Donzella                                                                                  2024-04-08 00:00:00
Taming Transformers for Realistic Lidar Point Cloud Generation                                                                                  Amir Samadi                                                                                  2024-04-08 00:00:00
Taming Transformers for Realistic Lidar Point Cloud Generation                                                                                  Mehrdad Dianati                                                                                  2024-04-08 00:00:00
Technical Report: The Graph Spectral Token -- Enhancing Graph Transformers with Spectral Information                                                                                  Zihan Pengmei                                                                                  2024-04-08 00:00:00
Technical Report: The Graph Spectral Token -- Enhancing Graph Transformers with Spectral Information                                                                                  Zimu Li                                                                                  2024-04-08 00:00:00
Unsupervised Band Selection Using Fused HSI and LiDAR Attention Integrating With Autoencoder                                                                                  Jun Zhou                                                                                  2024-04-08 00:00:00
Unsupervised Band Selection Using Fused HSI and LiDAR Attention Integrating With Autoencoder                                                                                  Hui Tian                                                                                  2024-04-08 00:00:00
Unsupervised Band Selection Using Fused HSI and LiDAR Attention Integrating With Autoencoder                                                                                  Jing Wang                                                                                  2024-04-08 00:00:00
Unsupervised Band Selection Using Fused HSI and LiDAR Attention Integrating With Autoencoder                                                                                  Alan Wee Chung Liew                                                                                  2024-04-08 00:00:00
Unsupervised Band Selection Using Fused HSI and LiDAR Attention Integrating With Autoencoder                                                                                  Judy X Yang                                                                                  2024-04-08 00:00:00
A Multi-Level Framework for Accelerating Training Transformer Models                                                                                  Han Zhang                                                                                  2024-04-07 00:00:00
A Multi-Level Framework for Accelerating Training Transformer Models                                                                                  Yangdong Deng                                                                                  2024-04-07 00:00:00
A Multi-Level Framework for Accelerating Training Transformer Models                                                                                  Longwei Zou                                                                                  2024-04-07 00:00:00
CSA-Trans: Code Structure Aware Transformer for AST                                                                                  Shin Yoo                                                                                  2024-04-07 00:00:00
CSA-Trans: Code Structure Aware Transformer for AST                                                                                  Saeyoon Oh                                                                                  2024-04-07 00:00:00
Dual-Scale Transformer for Large-Scale Single-Pixel Imaging                                                                                  Xin Yuan                                                                                  2024-04-07 00:00:00
Dual-Scale Transformer for Large-Scale Single-Pixel Imaging                                                                                  Gang Qu                                                                                  2024-04-07 00:00:00
Dual-Scale Transformer for Large-Scale Single-Pixel Imaging                                                                                  Ping Wang                                                                                  2024-04-07 00:00:00
Efficient Learnable Collaborative Attention for Single Image Super-Resolution                                                                                  Jiannan Su                                                                                  2024-04-07 00:00:00
Efficient Learnable Collaborative Attention for Single Image Super-Resolution                                                                                  MinGan                                                                                  2024-04-07 00:00:00
Efficient Learnable Collaborative Attention for Single Image Super-Resolution                                                                                  GuangyongChen                                                                                  2024-04-07 00:00:00
Efficient Learnable Collaborative Attention for Single Image Super-Resolution                                                                                  Yigang Zhao Chaowei Zheng                                                                                  2024-04-07 00:00:00
GvT: A Graph-based Vision Transformer with Talking-Heads Utilizing Sparsity, Trained from Scratch on Small Datasets                                                                                  Dongjing Shan                                                                                  2024-04-07 00:00:00
GvT: A Graph-based Vision Transformer with Talking-Heads Utilizing Sparsity, Trained from Scratch on Small Datasets                                                                                  guiqiang chen                                                                                  2024-04-07 00:00:00
Joint Reconstruction of 3D Human and Object via Contact-Based Refinement Transformer                                                                                  Kyoung Mu Lee                                                                                  2024-04-07 00:00:00
Joint Reconstruction of 3D Human and Object via Contact-Based Refinement Transformer                                                                                  Gyeongsik Moon                                                                                  2024-04-07 00:00:00
Joint Reconstruction of 3D Human and Object via Contact-Based Refinement Transformer                                                                                  Hyeongjin Nam                                                                                  2024-04-07 00:00:00
Joint Reconstruction of 3D Human and Object via Contact-Based Refinement Transformer                                                                                  Daniel Sungho Jung                                                                                  2024-04-07 00:00:00
PagPassGPT: Pattern Guided Password Guessing via Generative Pretrained Transformer                                                                                  Yang Li                                                                                  2024-04-07 00:00:00
PagPassGPT: Pattern Guided Password Guessing via Generative Pretrained Transformer                                                                                  Yong Li                                                                                  2024-04-07 00:00:00
PagPassGPT: Pattern Guided Password Guessing via Generative Pretrained Transformer                                                                                  Paulo Esteves-Veríssimo                                                                                  2024-04-07 00:00:00
PagPassGPT: Pattern Guided Password Guessing via Generative Pretrained Transformer                                                                                  Xiaojie Zhu                                                                                  2024-04-07 00:00:00
PagPassGPT: Pattern Guided Password Guessing via Generative Pretrained Transformer                                                                                  Xingyu Su                                                                                  2024-04-07 00:00:00
PagPassGPT: Pattern Guided Password Guessing via Generative Pretrained Transformer                                                                                  Chi Chen                                                                                  2024-04-07 00:00:00
PathFinder: Attention-Driven Dynamic Non-Line-of-Sight Tracking with a Mobile Robot                                                                                  Sreenithy Chandran                                                                                  2024-04-07 00:00:00
PathFinder: Attention-Driven Dynamic Non-Line-of-Sight Tracking with a Mobile Robot                                                                                  Spring Berman                                                                                  2024-04-07 00:00:00
PathFinder: Attention-Driven Dynamic Non-Line-of-Sight Tracking with a Mobile Robot                                                                                  Suren Jayasuriya                                                                                  2024-04-07 00:00:00
PathFinder: Attention-Driven Dynamic Non-Line-of-Sight Tracking with a Mobile Robot                                                                                  Shenbagaraj Kannapiran                                                                                  2024-04-07 00:00:00
SqueezeAttention: 2D Management of KV-Cache in LLM Inference via Layer-wise Optimal Budget                                                                                  Shaoduo Gan                                                                                  2024-04-07 00:00:00
SqueezeAttention: 2D Management of KV-Cache in LLM Inference via Layer-wise Optimal Budget                                                                                  ZiHao Wang                                                                                  2024-04-07 00:00:00
A Novel Bi-LSTM And Transformer Architecture For Generating Tabla Music                                                                                  Anwesh P R                                                                                  2024-04-06 00:00:00
A Novel Bi-LSTM And Transformer Architecture For Generating Tabla Music                                                                                  Roopa Mayya                                                                                  2024-04-06 00:00:00
A Novel Bi-LSTM And Transformer Architecture For Generating Tabla Music                                                                                  Vivekanand Venkataraman                                                                                  2024-04-06 00:00:00
A Novel Bi-LSTM And Transformer Architecture For Generating Tabla Music                                                                                  Narayana Darapaneni                                                                                  2024-04-06 00:00:00
A self-attention model for robust rigid slice-to-volume registration of functional MRI                                                                                  Simon K. Warfield                                                                                  2024-04-06 00:00:00
A self-attention model for robust rigid slice-to-volume registration of functional MRI                                                                                  Moti Freiman                                                                                  2024-04-06 00:00:00
A self-attention model for robust rigid slice-to-volume registration of functional MRI                                                                                  Samah Khawaled                                                                                  2024-04-06 00:00:00
Convolutional Neural Network Transformer (CNNT) for Fluorescence Microscopy image Denoising with Improved Generalization and Fast Adaptation                                                                                  Hui Xue                                                                                  2024-04-06 00:00:00
Convolutional Neural Network Transformer (CNNT) for Fluorescence Microscopy image Denoising with Improved Generalization and Fast Adaptation                                                                                  Azaan Rehman                                                                                  2024-04-06 00:00:00
Convolutional Neural Network Transformer (CNNT) for Fluorescence Microscopy image Denoising with Improved Generalization and Fast Adaptation                                                                                  Alberto Rissone                                                                                  2024-04-06 00:00:00
Convolutional Neural Network Transformer (CNNT) for Fluorescence Microscopy image Denoising with Improved Generalization and Fast Adaptation                                                                                  Alexander Zhovmer                                                                                  2024-04-06 00:00:00
