Result of /data/leuven/370/vsc37064/new_queries_named_graph/query_10.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
model                                                                             modelName
http://w3id.org/mlsea/pwc/model/Episodic%20Training%20for%20Domain%20Generalization/Epi-FCR%20%28Resnet-18%29                                                                                  Epi-FCR (Resnet-18)
http://w3id.org/mlsea/pwc/model/Semi-supervised%20Semantic%20Segmentation%20with%20Error%20Localization%20Network/Error%20Localization%20Network%20%28DeeplabV3%20with%20ResNet-101%29                                                                                  Error Localization Network (DeeplabV3 with ResNet-101)
http://w3id.org/mlsea/pwc/model/Semi-supervised%20Semantic%20Segmentation%20with%20Error%20Localization%20Network/Error%20Localization%20Network%20%28DeeplabV3%20with%20ResNet-50%29                                                                                  Error Localization Network (DeeplabV3 with ResNet-50)
http://w3id.org/mlsea/pwc/model/S4L%3A%20Self-Supervised%20Semi-Supervised%20Learning/Exemplar%20Fine-tuned%20%28ResNet-50%29                                                                                  Exemplar Fine-tuned (ResNet-50)
http://w3id.org/mlsea/pwc/model/3D%20Human%20Pose%20Estimation%20via%20Explicit%20Compositional%20Depth%20Maps/Explicit%20Compositional%20Depth%20Maps%20%28ResNet-50%20MPII%29                                                                                  Explicit Compositional Depth Maps (ResNet-50 MPII)
http://w3id.org/mlsea/pwc/model/Making%20Deep%20Neural%20Networks%20Robust%20to%20Label%20Noise%3A%20a%20Loss%20Correction%20Approach/F-Correction%20%28Inception-ResNet-v2%29                                                                                  F-Correction (Inception-ResNet-v2)
http://w3id.org/mlsea/pwc/model/Classes%20Matter%3A%20A%20Fine-grained%20Adversarial%20Approach%20to%20Cross-domain%20Semantic%20Segmentation/FADA%20%28ResNet-101%29                                                                                  FADA (ResNet-101)
http://w3id.org/mlsea/pwc/model/Classes%20Matter%3A%20A%20Fine-grained%20Adversarial%20Approach%20to%20Cross-domain%20Semantic%20Segmentation/FADA%28ResNet-101%29                                                                                  FADA(ResNet-101)
http://w3id.org/mlsea/pwc/model/Real-time%20Semantic%20Segmentation%20with%20Fast%20Attention/FANet%20%28Resnet-34%29                                                                                  FANet (Resnet-34)
http://w3id.org/mlsea/pwc/model/Feature%20Alignment%20and%20Restoration%20for%20Domain%20Generalization%20and%20Adaptation/FAR%20%28Resnet-18%29                                                                                  FAR (Resnet-18)
http://w3id.org/mlsea/pwc/model/Feature-Balanced%20Loss%20for%20Long-Tailed%20Visual%20Recognition/FBL%20%28ResNet-32%29                                                                                  FBL (ResNet-32)
http://w3id.org/mlsea/pwc/model/Feature-Balanced%20Loss%20for%20Long-Tailed%20Visual%20Recognition/FBL%20%28Resnet-32%29                                                                                  FBL (Resnet-32)
http://w3id.org/mlsea/pwc/model/LaRS%3A%20A%20Diverse%20Panoptic%20Maritime%20Obstacle%20Detection%20Dataset%20and%20Benchmark/FCN%20%28ResNet-101%29                                                                                  FCN (ResNet-101)
http://w3id.org/mlsea/pwc/model/LaRS%3A%20A%20Diverse%20Panoptic%20Maritime%20Obstacle%20Detection%20Dataset%20and%20Benchmark/FCN%20%28ResNet-50%29                                                                                  FCN (ResNet-50)
http://w3id.org/mlsea/pwc/model/Fully%20Convolutional%20Networks%20for%20Semantic%20Segmentation/FCN8s%20%28ResNet-50%29                                                                                  FCN8s (ResNet-50)
http://w3id.org/mlsea/pwc/model/FCOS%3A%20Fully%20Convolutional%20One-Stage%20Object%20Detection/FCOS%20%28ResNet-50%29                                                                                  FCOS (ResNet-50)
http://w3id.org/mlsea/pwc/model/FCOS%3A%20Fully%20Convolutional%20One-Stage%20Object%20Detection/FCOS%20%28ResNet-50-FPN%20%2B%20improvements%29                                                                                  FCOS (ResNet-50-FPN + improvements)
http://w3id.org/mlsea/pwc/model/FECANet%3A%20Boosting%20Few-Shot%20Semantic%20Segmentation%20with%20Feature-Enhanced%20Context-Aware%20Network/FECANet%20%28ResNet-50%29                                                                                  FECANet (ResNet-50)
http://w3id.org/mlsea/pwc/model/Boosting%20Contrastive%20Self-Supervised%20Learning%20with%20False%20Negative%20Cancellation/FNC%20%28ResNet-50%29                                                                                  FNC (ResNet-50)
http://w3id.org/mlsea/pwc/model/ChainerCV%3A%20a%20Library%20for%20Deep%20Learning%20in%20Computer%20Vision/FPN%20%28ResNet101%20backbone%29                                                                                  FPN (ResNet101 backbone)
http://w3id.org/mlsea/pwc/model/Feature%20Selective%20Anchor-Free%20Module%20for%20Single-Shot%20Object%20Detection/FSAF%20%28ResNet-101%29                                                                                  FSAF (ResNet-101)
http://w3id.org/mlsea/pwc/model/Feature%20Selective%20Anchor-Free%20Module%20for%20Single-Shot%20Object%20Detection/FSAF%20%28ResNet-101%2C%20anchor-based%20branches%29                                                                                  FSAF (ResNet-101, anchor-based branches)
http://w3id.org/mlsea/pwc/model/Feature%20Selective%20Anchor-Free%20Module%20for%20Single-Shot%20Object%20Detection/FSAF%20%28ResNet-101%2C%20single-scale%29                                                                                  FSAF (ResNet-101, single-scale)
http://w3id.org/mlsea/pwc/model/Feature%20Selective%20Anchor-Free%20Module%20for%20Single-Shot%20Object%20Detection/FSAF%20%28ResNet-50%29                                                                                  FSAF (ResNet-50)
http://w3id.org/mlsea/pwc/model/Feature%20Weighting%20and%20Boosting%20for%20Few-Shot%20Segmentation/FWB%20%28ResNet-101%29                                                                                  FWB (ResNet-101)
http://w3id.org/mlsea/pwc/model/FactSeg%3A%20Foreground%20Activation%20Driven%20Small%20Object%20Semantic%20Segmentation%20in%20Large-Scale%20Remote%20Sensing%20Imagery/FactSeg%40ResNet-50                                                                                  FactSeg@ResNet-50
http://w3id.org/mlsea/pwc/model/FarSeg%2B%2B%3A%20Foreground-Aware%20Relation%20Network%20for%20Geospatial%20Object%20Segmentation%20in%20High%20Spatial%20Resolution%20Remote%20Sensing%20Imagery/FarSeg%2B%2B%40ResNet-50                                                                                  FarSeg++@ResNet-50
http://w3id.org/mlsea/pwc/model/Foreground-Aware%20Relation%20Network%20for%20Geospatial%20Object%20Segmentation%20in%20High%20Spatial%20Resolution%20Remote%20Sensing%20Imagery/FarSeg%40ResNet-50                                                                                  FarSeg@ResNet-50
http://w3id.org/mlsea/pwc/model/torchdistill%3A%20A%20Modular%2C%20Configuration-Driven%20Framework%20for%20Knowledge%20Distillation/Faster%20R-CNN%20%28Bottleneck-injected%20ResNet-50%20and%20FPN%29                                                                                  Faster R-CNN (Bottleneck-injected ResNet-50 and FPN)
http://w3id.org/mlsea/pwc/model/LIP%3A%20Local%20Importance-based%20Pooling/Faster%20R-CNN%20%28LIP-ResNet-101%29                                                                                  Faster R-CNN (LIP-ResNet-101)
http://w3id.org/mlsea/pwc/model/LIP%3A%20Local%20Importance-based%20Pooling/Faster%20R-CNN%20%28LIP-ResNet-101-MD%20w%20FPN%29                                                                                  Faster R-CNN (LIP-ResNet-101-MD w FPN)
http://w3id.org/mlsea/pwc/model/Deformable%20ConvNets%20v2%3A%20More%20Deformable%2C%20Better%20Results/Faster%20R-CNN%20%28ResNet-101%2C%20DCNv2%29                                                                                  Faster R-CNN (ResNet-101, DCNv2)
http://w3id.org/mlsea/pwc/model/Faster%20R-CNN%3A%20Towards%20Real-Time%20Object%20Detection%20with%20Region%20Proposal%20Networks/Faster%20R-CNN%20%28ResNet-50-FPN%29                                                                                  Faster R-CNN (ResNet-50-FPN)
http://w3id.org/mlsea/pwc/model/A%20novel%20Region%20of%20Interest%20Extraction%20Layer%20for%20Instance%20Segmentation/Faster%20R-CNN%20%28ResNet-50-FPN%2C%20GRoIE%29                                                                                  Faster R-CNN (ResNet-50-FPN, GRoIE)
http://w3id.org/mlsea/pwc/model/Evaluation%20of%20deep%20neural%20networks%20for%20traffic%20sign%20detection%20systems/Faster%20R-CNN%20Inception%20Resnet%20V2                                                                                  Faster R-CNN Inception Resnet V2
http://w3id.org/mlsea/pwc/model/A%20Ranking-based%2C%20Balanced%20Loss%20Function%20Unifying%20Classification%20and%20Localisation%20in%20Object%20Detection/Faster%20R-CNN%2BaLRP%20Loss%20%28ResNet-50%2C%20500%20scale%29                                                                                  Faster R-CNN+aLRP Loss (ResNet-50, 500 scale)
http://w3id.org/mlsea/pwc/model/CrowdHuman%3A%20A%20Benchmark%20for%20Detecting%20Human%20in%20a%20Crowd/Faster%20RCNN%20%28ResNet50%29                                                                                  Faster RCNN (ResNet50)
http://w3id.org/mlsea/pwc/model/WiderPerson%3A%20A%20Diverse%20Dataset%20for%20Dense%20Pedestrian%20Detection%20in%20the%20Wild/Faster%20RCNN%20%28ResNet50%29                                                                                  Faster RCNN (ResNet50)
http://w3id.org/mlsea/pwc/model/SeaDronesSee%3A%20A%20Maritime%20Benchmark%20for%20Detecting%20Humans%20in%20Open%20Water/Faster%20RCNN%20ResNet50FPN                                                                                  Faster RCNN ResNet50FPN
http://w3id.org/mlsea/pwc/model/Deep%20Learning%20for%20Image-based%20Automatic%20Dial%20Meter%20Reading%3A%20Dataset%20and%20Baselines/Faster-RCNN%20%28ResNet-101%29                                                                                  Faster-RCNN (ResNet-101)
http://w3id.org/mlsea/pwc/model/Deep%20Learning%20for%20Image-based%20Automatic%20Dial%20Meter%20Reading%3A%20Dataset%20and%20Baselines/Faster-RCNN%20%28ResNet-50%29                                                                                  Faster-RCNN (ResNet-50)
http://w3id.org/mlsea/pwc/model/FatNet%3A%20High%20Resolution%20Kernels%20for%20Classification%20Using%20Fully%20Convolutional%20Optical%20Neural%20Networks/FatNet%20of%20ResNet-18                                                                                  FatNet of ResNet-18
http://w3id.org/mlsea/pwc/model/Fishr%3A%20Invariant%20Gradient%20Variances%20for%20Out-of-Distribution%20Generalization/Fishr%20%28ResNet-50%29                                                                                  Fishr (ResNet-50)
http://w3id.org/mlsea/pwc/model/Fishr%3A%20Invariant%20Gradient%20Variances%20for%20Out-of-Distribution%20Generalization/Fishr%28ResNet-50%29                                                                                  Fishr(ResNet-50)
http://w3id.org/mlsea/pwc/model/Fishr%3A%20Invariant%20Gradient%20Variances%20for%20Out-of-Distribution%20Generalization/Fishr%28ResNet-50%2CDomainBed%29                                                                                  Fishr(ResNet-50,DomainBed)
http://w3id.org/mlsea/pwc/model/Fixing%20the%20train-test%20resolution%20discrepancy/FixInceptionResNet-V2                                                                                  FixInceptionResNet-V2
http://w3id.org/mlsea/pwc/model/Exponential%20Moving%20Average%20Normalization%20for%20Self-supervised%20and%20Semi-supervised%20Learning/FixMatch%20w%2F%20EMAN%20%28ResNet-50%29                                                                                  FixMatch w/ EMAN (ResNet-50)
http://w3id.org/mlsea/pwc/model/Fixing%20the%20train-test%20resolution%20discrepancy/FixResNet-50                                                                                  FixResNet-50
http://w3id.org/mlsea/pwc/model/Fixing%20the%20train-test%20resolution%20discrepancy/FixResNet-50%20Billion-scale%40224                                                                                  FixResNet-50 Billion-scale@224
http://w3id.org/mlsea/pwc/model/Fixing%20the%20train-test%20resolution%20discrepancy/FixResNet-50%20CutMix                                                                                  FixResNet-50 CutMix
http://w3id.org/mlsea/pwc/model/Semi-Supervised%20Recognition%20under%20a%20Noisy%20and%20Fine-grained%20Dataset/Fix_ResNet50_vd_ssld                                                                                  Fix_ResNet50_vd_ssld
http://w3id.org/mlsea/pwc/model/Simple%20Baselines%20for%20Human%20Pose%20Estimation%20and%20Tracking/Flow-based%20%28ResNet-152%29                                                                                  Flow-based (ResNet-152)
http://w3id.org/mlsea/pwc/model/Focal%20Loss%20for%20Dense%20Object%20Detection/Focal%20Loss%28ResNet-50%29                                                                                  Focal Loss(ResNet-50)
http://w3id.org/mlsea/pwc/model/FoveaBox%3A%20Beyond%20Anchor-based%20Object%20Detector/FoveaBox%20%28ResNet-101-FPN%2C%20600x600%29                                                                                  FoveaBox (ResNet-101-FPN, 600x600)
http://w3id.org/mlsea/pwc/model/FoveaBox%3A%20Beyond%20Anchor-based%20Object%20Detector/FoveaBox%20%28ResNet-101-FPN%2C%20800x800%29                                                                                  FoveaBox (ResNet-101-FPN, 800x800)
http://w3id.org/mlsea/pwc/model/FoveaBox%3A%20Beyond%20Anchor-based%20Object%20Detector/FoveaBox%20%28ResNet-50-FPN%2C%20600x600%29                                                                                  FoveaBox (ResNet-50-FPN, 600x600)
http://w3id.org/mlsea/pwc/model/FoveaBox%3A%20Beyond%20Anchor-based%20Object%20Detector/FoveaBox%2BRetina%20%28ResNet-50%29                                                                                  FoveaBox+Retina (ResNet-50)
http://w3id.org/mlsea/pwc/model/A%20Ranking-based%2C%20Balanced%20Loss%20Function%20Unifying%20Classification%20and%20Localisation%20in%20Object%20Detection/FoveaBox%2BaLRP%20Loss%20%28ResNet-50%2C%20500%20scale%29                                                                                  FoveaBox+aLRP Loss (ResNet-50, 500 scale)
http://w3id.org/mlsea/pwc/model/A%20benchmark%20for%20toxic%20comment%20classification%20on%20Civil%20Comments%20dataset/Freeze%20Glove%20ResNet%2044                                                                                  Freeze Glove ResNet 44
http://w3id.org/mlsea/pwc/model/Frustum%20VoxNet%20for%203D%20object%20detection%20from%20RGB-D%20or%20Depth%20images/Frustum%20VoxNet%20%28%2B3D%20ResNetFCN6%29                                                                                  Frustum VoxNet (+3D ResNetFCN6)
http://w3id.org/mlsea/pwc/model/Frustum%20VoxNet%20for%203D%20object%20detection%20from%20RGB-D%20or%20Depth%20images/Frustum%20VoxNet%20%28YOLO%20v3%2B3D%20ResNetFCN6%29                                                                                  Frustum VoxNet (YOLO v3+3D ResNetFCN6)
http://w3id.org/mlsea/pwc/model/3D%20Object%20Detection%20and%20Instance%20Segmentation%20from%203D%20Range%20and%202D%20Color%20Images/Frustum%20VoxNet%20v2%20%28FPN%20%2B%203D%20ResNetFCN6%20V2%29                                                                                  Frustum VoxNet v2 (FPN + 3D ResNetFCN6 V2)
http://w3id.org/mlsea/pwc/model/Knowledge%20distillation%3A%20A%20good%20teacher%20is%20patient%20and%20consistent/FunMatch%20-%20T384%2B224%20%28ResNet-50%29                                                                                  FunMatch - T384+224 (ResNet-50)
http://w3id.org/mlsea/pwc/model/Generalizing%20to%20unseen%20domains%20via%20distribution%20matching/G2DM%20%28ResNet-18%29                                                                                  G2DM (ResNet-18)
http://w3id.org/mlsea/pwc/model/Gated%20Attention%20Coding%20for%20Training%20High-performance%20and%20Efficient%20Spiking%20Neural%20Networks/GAC-SNN%20MS-ResNet-34                                                                                  GAC-SNN MS-ResNet-34
http://w3id.org/mlsea/pwc/model/Guided%20Attentive%20Feature%20Fusion%20for%20Multispectral%20Pedestrian%20Detection/GAFF%20%28ResNet18%29                                                                                  GAFF (ResNet18)
http://w3id.org/mlsea/pwc/model/A%20Keypoint-based%20Global%20Association%20Network%20for%20Lane%20Detection/GANet%28ResNet-101%29                                                                                  GANet(ResNet-101)
http://w3id.org/mlsea/pwc/model/A%20Keypoint-based%20Global%20Association%20Network%20for%20Lane%20Detection/GANet%28ResNet-18%29                                                                                  GANet(ResNet-18)
http://w3id.org/mlsea/pwc/model/A%20Keypoint-based%20Global%20Association%20Network%20for%20Lane%20Detection/GANet%28ResNet-34%29                                                                                  GANet(ResNet-34)
http://w3id.org/mlsea/pwc/model/Action%20recognition%20with%20spatial-temporal%20discriminative%20filter%20banks/GB%20%2B%20DF%20%2B%20LB%20%28ResNet%20152%2C%20ImageNet%20pretrained%29                                                                                  GB + DF + LB (ResNet 152, ImageNet pretrained)
http://w3id.org/mlsea/pwc/model/Action%20recognition%20with%20spatial-temporal%20discriminative%20filter%20banks/GB%20%2B%20DF%20%2B%20LB%20%28ResNet152%2C%20ImageNet%20pretrained%29                                                                                  GB + DF + LB (ResNet152, ImageNet pretrained)
http://w3id.org/mlsea/pwc/model/A%20novel%20Region%20of%20Interest%20Extraction%20Layer%20for%20Instance%20Segmentation/GCnet%20%28ResNet-50-FPN%2C%20GRoIE%29                                                                                  GCnet (ResNet-50-FPN, GRoIE)
http://w3id.org/mlsea/pwc/model/GCNet%3A%20Non-local%20Networks%20Meet%20Squeeze-Excitation%20Networks%20and%20Beyond/GCnet%20%28ResNet-50-FPN%2C%20GRoIE%29                                                                                  GCnet (ResNet-50-FPN, GRoIE)
http://w3id.org/mlsea/pwc/model/Deep%20Residual%20Learning%20for%20Image%20Recognition/GFL%20%28ResNet-50%29                                                                                  GFL (ResNet-50)
http://w3id.org/mlsea/pwc/model/Generalized%20Focal%20Loss%20V2%3A%20Learning%20Reliable%20Localization%20Quality%20Estimation%20for%20Dense%20Object%20Detection/GFLV2%20%28ResNet-101%29                                                                                  GFLV2 (ResNet-101)
http://w3id.org/mlsea/pwc/model/Generalized%20Focal%20Loss%20V2%3A%20Learning%20Reliable%20Localization%20Quality%20Estimation%20for%20Dense%20Object%20Detection/GFLV2%20%28ResNet-101-DCN%29                                                                                  GFLV2 (ResNet-101-DCN)
http://w3id.org/mlsea/pwc/model/Generalized%20Focal%20Loss%20V2%3A%20Learning%20Reliable%20Localization%20Quality%20Estimation%20for%20Dense%20Object%20Detection/GFLV2%20%28ResNet-50%29                                                                                  GFLV2 (ResNet-50)
http://w3id.org/mlsea/pwc/model/Gradient%20Harmonized%20Single-stage%20Detector/GHM-C%20%2B%20GHM-R%20%28RetinaNet-FPN-ResNet-50%2C%20M%3D30%29                                                                                  GHM-C + GHM-R (RetinaNet-FPN-ResNet-50, M=30)
http://w3id.org/mlsea/pwc/model/The%20GIST%20and%20RIST%20of%20Iterative%20Self-Training%20for%20Semi-Supervised%20Segmentation/GIST%20and%20RIST%20%28DeepLabv2%20with%20ResNet101%2C%20MSCOCO%20pre-trained%29                                                                                  GIST and RIST (DeepLabv2 with ResNet101, MSCOCO pre-trained)
http://w3id.org/mlsea/pwc/model/Generalized%20Jensen-Shannon%20Divergence%20Loss%20for%20Learning%20with%20Noisy%20Labels/GJS%20%28ResNet-50%29                                                                                  GJS (ResNet-50)
http://w3id.org/mlsea/pwc/model/Distilling%20Global%20and%20Local%20Logits%20With%20Densely%20Connected%20Relations/GLD%20%28T%3A%20ResNet-34%20S%3AResNet-18%29                                                                                  GLD (T: ResNet-34 S:ResNet-18)
http://w3id.org/mlsea/pwc/model/Global%20and%20Local%20Mixture%20Consistency%20Cumulative%20Learning%20for%20Long-tailed%20Visual%20Recognitions/GLMC%20%28ResNet-32%2C%20channel%20x4%29                                                                                  GLMC (ResNet-32, channel x4)
http://w3id.org/mlsea/pwc/model/Global%20and%20Local%20Mixture%20Consistency%20Cumulative%20Learning%20for%20Long-tailed%20Visual%20Recognitions/GLMC%2BMaxNorm%20%28ResNet-32%2C%20channel%20x4%29                                                                                  GLMC+MaxNorm (ResNet-32, channel x4)
http://w3id.org/mlsea/pwc/model/Long-Tailed%20Recognition%20by%20Mutual%20Information%20Maximization%20between%20Latent%20Features%20and%20Ground-Truth%20Labels/GML%20%28ResNet-32%29                                                                                  GML (ResNet-32)
http://w3id.org/mlsea/pwc/model/Long-Tailed%20Recognition%20by%20Mutual%20Information%20Maximization%20between%20Latent%20Features%20and%20Ground-Truth%20Labels/GML%20%28ResNet-50%29                                                                                  GML (ResNet-50)
http://w3id.org/mlsea/pwc/model/Generalized%20Parametric%20Contrastive%20Learning/GPaCo%20%28ResNet-152%29                                                                                  GPaCo (ResNet-152)
http://w3id.org/mlsea/pwc/model/Generalized%20Parametric%20Contrastive%20Learning/GPaCo%20%28ResNet-50%29                                                                                  GPaCo (ResNet-50)
http://w3id.org/mlsea/pwc/model/Generalized%20Parametric%20Contrastive%20Learning/GPaCo%20%28ResNet101%29                                                                                  GPaCo (ResNet101)
http://w3id.org/mlsea/pwc/model/GRAtt-VIS%3A%20Gated%20Residual%20Attention%20for%20Auto%20Rectifying%20Video%20Instance%20Segmentation/GRAtt-VIS%20%28ResNet-50%29                                                                                  GRAtt-VIS (ResNet-50)
http://w3id.org/mlsea/pwc/model/GResNet%3A%20Graph%20Residual%20Network%20for%20Reviving%20Deep%20GNNs%20from%20Suspended%20Animation/GResNet%28GAT%29                                                                                  GResNet(GAT)
http://w3id.org/mlsea/pwc/model/GResNet%3A%20Graph%20Residual%20Network%20for%20Reviving%20Deep%20GNNs%20from%20Suspended%20Animation/GResNet%28GCN%29                                                                                  GResNet(GCN)
http://w3id.org/mlsea/pwc/model/GResNet%3A%20Graph%20Residual%20Network%20for%20Reviving%20Deep%20GNNs%20from%20Suspended%20Animation/GResNet%28LoopyNet%29                                                                                  GResNet(LoopyNet)
http://w3id.org/mlsea/pwc/model/Gated-SCNN%3A%20Gated%20Shape%20CNNs%20for%20Semantic%20Segmentation/GSCNN%20%28ResNet-101%29                                                                                  GSCNN (ResNet-101)
http://w3id.org/mlsea/pwc/model/Gated-SCNN%3A%20Gated%20Shape%20CNNs%20for%20Semantic%20Segmentation/GSCNN%20%28ResNet-50%29                                                                                  GSCNN (ResNet-50)
http://w3id.org/mlsea/pwc/model/When%20Work%20Matters%3A%20Transforming%20Classical%20Network%20Structures%20to%20Graph%20CNN/G_ResNet                                                                                  G_ResNet
http://w3id.org/mlsea/pwc/model/Rethinking%20Spatial%20Invariance%20of%20Convolutional%20Networks%20for%20Object%20Counting/GauNet%20%28ResNet-50%29                                                                                  GauNet (ResNet-50)
http://w3id.org/mlsea/pwc/model/GhostNet%3A%20More%20Features%20from%20Cheap%20Operations/Ghost-ResNet-50%20%28s%3D2%29                                                                                  Ghost-ResNet-50 (s=2)
http://w3id.org/mlsea/pwc/model/GhostNet%3A%20More%20Features%20from%20Cheap%20Operations/Ghost-ResNet-50%20%28s%3D4%29                                                                                  Ghost-ResNet-50 (s=4)
http://w3id.org/mlsea/pwc/model/On%20the%20Importance%20of%20Gradients%20for%20Detecting%20Distributional%20Shifts%20in%20the%20Wild/GradNorm%20%28ResNetv2-101%29                                                                                  GradNorm (ResNetv2-101)
http://w3id.org/mlsea/pwc/model/Grafit%3A%20Learning%20fine-grained%20image%20representations%20with%20coarse%20labels/Grafit%20%28ResNet-50%29                                                                                  Grafit (ResNet-50)
http://w3id.org/mlsea/pwc/model/Grid%20R-CNN/Grid%20R-CNN%20%28ResNet-101-FPN%29                                                                                  Grid R-CNN (ResNet-101-FPN)
http://w3id.org/mlsea/pwc/model/Grid%20R-CNN/Grid%20R-CNN%20%28ResNet-50-FPN%29                                                                                  Grid R-CNN (ResNet-50-FPN)
http://w3id.org/mlsea/pwc/model/Group-wise%20Inhibition%20based%20Feature%20Regularization%20for%20Robust%20Classification/Group-wise%20Inhibition%20%28ResNet-50%29                                                                                  Group-wise Inhibition (ResNet-50)
http://w3id.org/mlsea/pwc/model/Distributionally%20Robust%20Neural%20Networks%20for%20Group%20Shifts%3A%20On%20the%20Importance%20of%20Regularization%20for%20Worst-Case%20Generalization/GroupDRO%20%28Resnet-50%2C%20DomainBed%29                                                                                  GroupDRO (Resnet-50, DomainBed)
http://w3id.org/mlsea/pwc/model/Generalize%20then%20Adapt%3A%20Source-Free%20Domain%20Adaptive%20Semantic%20Segmentation/GtA-SFDA%20%28DeepLabv2-ResNet101%29                                                                                  GtA-SFDA (DeepLabv2-ResNet101)
http://w3id.org/mlsea/pwc/model/Generalize%20then%20Adapt%3A%20Source-Free%20Domain%20Adaptive%20Semantic%20Segmentation/GtA-SFDA%20Source-Only%20%28DeepLabv2-ResNet101%29                                                                                  GtA-SFDA Source-Only (DeepLabv2-ResNet101)
http://w3id.org/mlsea/pwc/model/Guided%20Distillation%20for%20Semi-Supervised%20Instance%20Segmentation/Guided%20Distillation%20%28ResNet50%29                                                                                  Guided Distillation (ResNet50)
http://w3id.org/mlsea/pwc/model/GuidedMix-Net%3A%20Learning%20to%20Improve%20Pseudo%20Masks%20Using%20Labeled%20Images%20as%20Reference/GuidedMix-Net%28DeepLab%20v2%20with%20ResNet101%2C%20ImageNet%20pretrained%29                                                                                  GuidedMix-Net(DeepLab v2 with ResNet101, ImageNet pretrained)
http://w3id.org/mlsea/pwc/model/GuidedMix-Net%3A%20Learning%20to%20Improve%20Pseudo%20Masks%20Using%20Labeled%20Images%20as%20Reference/GuidedMix-Net%28DeepLab%20v2%20with%20ResNet101%2C%20input-size%3A%20512x512%20with%20multi-scale%20and%20flip%2C%20ImageNet%20pretrained%29                                                                                  GuidedMix-Net(DeepLab v2 with ResNet101, input-size: 512x512 with multi-scale and flip, ImageNet pretrained)
http://w3id.org/mlsea/pwc/model/GuidedMix-Net%3A%20Learning%20to%20Improve%20Pseudo%20Masks%20Using%20Labeled%20Images%20as%20Reference/GuidedMix-Net%28DeepLab%20v2%20with%20ResNet50%2C%20ImageNet%20pretrained%29                                                                                  GuidedMix-Net(DeepLab v2 with ResNet50, ImageNet pretrained)
http://w3id.org/mlsea/pwc/model/Hierarchical%20Average%20Precision%20Training%20for%20Pertinent%20Image%20Retrieval/HAPPIER%20%28ResNet-50%29                                                                                  HAPPIER (ResNet-50)
http://w3id.org/mlsea/pwc/model/Hierarchical%20Average%20Precision%20Training%20for%20Pertinent%20Image%20Retrieval/HAPPIER_F%20%28ResNet-50%29                                                                                  HAPPIER_F (ResNet-50)
http://w3id.org/mlsea/pwc/model/Heteroskedastic%20and%20Imbalanced%20Deep%20Learning%20with%20Adaptive%20Regularization/HAR%20%28InceptionResNet-v2%29                                                                                  HAR (InceptionResNet-v2)
http://w3id.org/mlsea/pwc/model/DifFSS%3A%20Diffusion%20Model%20for%20Few-Shot%20Semantic%20Segmentation/HDMNet%20%28DifFSS%2C%20ResNet-50%29                                                                                  HDMNet (DifFSS, ResNet-50)
http://w3id.org/mlsea/pwc/model/Hierarchical%20Dense%20Correlation%20Distillation%20for%20Few-Shot%20Segmentation/HDMNet%20%28ResNet-50%29                                                                                  HDMNet (ResNet-50)
http://w3id.org/mlsea/pwc/model/HENet%3A%20Forcing%20a%20Network%20to%20Think%20More%20for%20Font%20Recognition/HENet%20%28ResNet18%2BHE%20Block%29                                                                                  HENet (ResNet18+HE Block)
http://w3id.org/mlsea/pwc/model/Hard-sample%20Guided%20Hybrid%20Contrast%20Learning%20for%20Unsupervised%20Person%20Re-Identification/HHCL%28ResNet50%20w%2Fo%20RK%29                                                                                  HHCL(ResNet50 w/o RK)
http://w3id.org/mlsea/pwc/model/Hierarchical%20Open-vocabulary%20Universal%20Image%20Segmentation/HIPIE%20%28ResNet-50%29                                                                                  HIPIE (ResNet-50)
http://w3id.org/mlsea/pwc/model/Hierarchical%20Self-Attention%20Network%20for%20Action%20Localization%20in%20Videos/HISAN%20%28ResNet-101%20%2B%20FPN%29                                                                                  HISAN (ResNet-101 + FPN)
http://w3id.org/mlsea/pwc/model/End-to-End%20Human%20Object%20Interaction%20Detection%20with%20HOI%20Transformer/HOITrans%28ResNet101%29                                                                                  HOITrans(ResNet101)
http://w3id.org/mlsea/pwc/model/End-to-End%20Human%20Object%20Interaction%20Detection%20with%20HOI%20Transformer/HOITrans%28ResNet50%29                                                                                  HOITrans(ResNet50)
http://w3id.org/mlsea/pwc/model/Hierarchical%20Question-Image%20Co-Attention%20for%20Visual%20Question%20Answering/HQI%2BResNet                                                                                  HQI+ResNet
http://w3id.org/mlsea/pwc/model/HS3%3A%20Learning%20with%20Proper%20Task%20Complexity%20in%20Hierarchically%20Supervised%20Semantic%20Segmentation/HS3-Fuse%20%28ResNet-101%29                                                                                  HS3-Fuse (ResNet-101)
http://w3id.org/mlsea/pwc/model/Hard%20Sample%20Aware%20Noise%20Robust%20Learning%20for%20Histopathology%20Image%20Classification/HSA-NRL%28Inception-ResNet-v2%29                                                                                  HSA-NRL(Inception-ResNet-v2)
http://w3id.org/mlsea/pwc/model/Hierarchical%20Self-supervised%20Augmented%20Knowledge%20Distillation/HSAKD%20%28T%3A%20ResNet-34%20S%3AResNet-18%29                                                                                  HSAKD (T: ResNet-34 S:ResNet-18)
