Result of /data/leuven/370/vsc37064/new_queries_named_graph_pwc/query_37.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
workTitle                                                                         authorName                                                                        implementationName
Deep Learning for Suicide and Depression Identification with Unsupervised Label Correction                                                                                  Ayaan Haque                                                                                  implemenation of Deep Learning for Suicide and Depression Identification with Unsupervised Label Correction
Complex reaction processes in combustion unraveled by neural network-based molecular dynamics simulation                                                                                  John Z. H. Zhang                                                                                  implemenation of Complex reaction processes in combustion unraveled by neural network-based molecular dynamics simulation
'CADSketchNet' -- An Annotated Sketch dataset for 3D CAD Model Retrieval with Deep Neural Networks                                                                                  Ramanathan Muthuganapathy                                                                                  implemenation of 'CADSketchNet' -- An Annotated Sketch dataset for 3D CAD Model Retrieval with Deep Neural Networks
A Machine Learning Surrogate Modeling Benchmark for Temperature Field Reconstruction of Heat-Source Systems                                                                                  Xiaoyu Zhao                                                                                  implemenation of A Machine Learning Surrogate Modeling Benchmark for Temperature Field Reconstruction of Heat-Source Systems
'Garbage In, Garbage Out' Revisited: What Do Machine Learning Application Papers Report About Human-Labeled Training Data?                                                                                  Aayush Shah                                                                                  implemenation of 'Garbage In, Garbage Out' Revisited: What Do Machine Learning Application Papers Report About Human-Labeled Training Data?
'Garbage In, Garbage Out' Revisited: What Do Machine Learning Application Papers Report About Human-Labeled Training Data?                                                                                  Jamie Ip                                                                                  implemenation of 'Garbage In, Garbage Out' Revisited: What Do Machine Learning Application Papers Report About Human-Labeled Training Data?
AGAR a microbial colony dataset for deep learning detection                                                                                  Jarosław Pawłowski                                                                                  implemenation of AGAR a microbial colony dataset for deep learning detection
'CADSketchNet' -- An Annotated Sketch dataset for 3D CAD Model Retrieval with Deep Neural Networks                                                                                  V. K. Viekash                                                                                  implemenation of 'CADSketchNet' -- An Annotated Sketch dataset for 3D CAD Model Retrieval with Deep Neural Networks
Choquet Integral and Coalition Game-based Ensemble of Deep Learning Models for COVID-19 Screening from Chest X-ray Images                                                                                  Jin Hee Yoon Zong Woo Geem                                                                                  implemenation of Choquet Integral and Coalition Game-based Ensemble of Deep Learning Models for COVID-19 Screening from Chest X-ray Images
Choquet Integral and Coalition Game-based Ensemble of Deep Learning Models for COVID-19 Screening from Chest X-ray Images                                                                                  Subhankar Sen                                                                                  implemenation of Choquet Integral and Coalition Game-based Ensemble of Deep Learning Models for COVID-19 Screening from Chest X-ray Images
Deep Learning-Assisted Co-registration of Full-Spectral Autofluorescence Lifetime Microscopic Images with H&E-Stained Histology Images                                                                                  Ahsan R. Akram                                                                                  implemenation of Deep Learning-Assisted Co-registration of Full-Spectral Autofluorescence Lifetime Microscopic Images with H&E-Stained Histology Images
Deep Learning-Assisted Co-registration of Full-Spectral Autofluorescence Lifetime Microscopic Images with H&E-Stained Histology Images                                                                                  Marta Vallejo                                                                                  implemenation of Deep Learning-Assisted Co-registration of Full-Spectral Autofluorescence Lifetime Microscopic Images with H&E-Stained Histology Images
Deep Learning-Assisted Co-registration of Full-Spectral Autofluorescence Lifetime Microscopic Images with H&E-Stained Histology Images                                                                                  Neil Finlayson                                                                                  implemenation of Deep Learning-Assisted Co-registration of Full-Spectral Autofluorescence Lifetime Microscopic Images with H&E-Stained Histology Images
Deep Learning-Assisted Co-registration of Full-Spectral Autofluorescence Lifetime Microscopic Images with H&E-Stained Histology Images                                                                                  Susan Fernandes                                                                                  implemenation of Deep Learning-Assisted Co-registration of Full-Spectral Autofluorescence Lifetime Microscopic Images with H&E-Stained Histology Images
Efficient Deep Learning-based Estimation of the Vital Signs on Smartphones                                                                                  Aboozar Ghaffari                                                                                  implemenation of Efficient Deep Learning-based Estimation of the Vital Signs on Smartphones
Ground Truth Evaluation of Neural Network Explanations with CLEVR-XAI                                                                                  Ahmed Osman                                                                                  implemenation of Ground Truth Evaluation of Neural Network Explanations with CLEVR-XAI
FedGraphNN: A Federated Learning System and Benchmark for Graph Neural Networks                                                                                  Carl Yang                                                                                  implemenation of FedGraphNN: A Federated Learning System and Benchmark for Graph Neural Networks
Deep learning to achieve clinically applicable segmentation of head and neck anatomy for radiotherapy                                                                                  Christopher Kelly                                                                                  implemenation of Deep learning to achieve clinically applicable segmentation of head and neck anatomy for radiotherapy
Guitar Effects Recognition and Parameter Estimation with Convolutional Neural Networks                                                                                  Dan Stowell                                                                                  implemenation of Guitar Effects Recognition and Parameter Estimation with Convolutional Neural Networks
Imitating Deep Learning Dynamics via Locally Elastic Stochastic Differential Equations                                                                                  Hua Wang                                                                                  implemenation of Imitating Deep Learning Dynamics via Locally Elastic Stochastic Differential Equations
Emotion Detection on TV Show Transcripts with Sequence-based Convolutional Neural Networks                                                                                  Jinho D. Choi                                                                                  implemenation of Emotion Detection on TV Show Transcripts with Sequence-based Convolutional Neural Networks
Guitar Effects Recognition and Parameter Estimation with Convolutional Neural Networks                                                                                  Joshua D. Reiss                                                                                  implemenation of Guitar Effects Recognition and Parameter Estimation with Convolutional Neural Networks
Fashion-MNIST: a Novel Image Dataset for Benchmarking Machine Learning Algorithms                                                                                  Kashif Rasul                                                                                  implemenation of Fashion-MNIST: a Novel Image Dataset for Benchmarking Machine Learning Algorithms
HDLTex: Hierarchical Deep Learning for Text Classification                                                                                  Matthew S. Gerber                                                                                  implemenation of HDLTex: Hierarchical Deep Learning for Text Classification
Large-Scale Video Classification with Convolutional Neural Networks                                                                                  Thomas Leung                                                                                  implemenation of Large-Scale Video Classification with Convolutional Neural Networks
Imitating Deep Learning Dynamics via Locally Elastic Stochastic Differential Equations                                                                                  Weijie J. Su                                                                                  implemenation of Imitating Deep Learning Dynamics via Locally Elastic Stochastic Differential Equations
Domain-Adversarial Training of Neural Networks                                                                                  Evgeniya Ustinova                                                                                  implemenation of Domain-Adversarial Training of Neural Networks
EuroSAT: A Novel Dataset and Deep Learning Benchmark for Land Use and Land Cover Classification                                                                                  Patrick Helber                                                                                  implemenation of EuroSAT: A Novel Dataset and Deep Learning Benchmark for Land Use and Land Cover Classification
Emotion Detection on TV Show Transcripts with Sequence-based Convolutional Neural Networks                                                                                  Sayyed M. Zahiri                                                                                  implemenation of Emotion Detection on TV Show Transcripts with Sequence-based Convolutional Neural Networks
End-to-end Deep Learning Methods for Automated Damage Detection in Extreme Events at Various Scales                                                                                  Alper Yilmaz                                                                                  implemenation of End-to-end Deep Learning Methods for Automated Damage Detection in Extreme Events at Various Scales
DeepWeeds: A Multiclass Weed Species Image Dataset for Deep Learning                                                                                  Benjamin Girgenti                                                                                  implemenation of DeepWeeds: A Multiclass Weed Species Image Dataset for Deep Learning
Deep learning to achieve clinically applicable segmentation of head and neck anatomy for radiotherapy                                                                                  Bethany Garie                                                                                  implemenation of Deep learning to achieve clinically applicable segmentation of head and neck anatomy for radiotherapy
DeepWeeds: A Multiclass Weed Species Image Dataset for Deep Learning                                                                                  Dmitry A. Konovalov                                                                                  implemenation of DeepWeeds: A Multiclass Weed Species Image Dataset for Deep Learning
DeepWeeds: A Multiclass Weed Species Image Dataset for Deep Learning                                                                                  James Whinney                                                                                  implemenation of DeepWeeds: A Multiclass Weed Species Image Dataset for Deep Learning
DeepWeeds: A Multiclass Weed Species Image Dataset for Deep Learning                                                                                  Jamie Johns                                                                                  implemenation of DeepWeeds: A Multiclass Weed Species Image Dataset for Deep Learning
Deep learning to achieve clinically applicable segmentation of head and neck anatomy for radiotherapy                                                                                  Krystle Fuller                                                                                  implemenation of Deep learning to achieve clinically applicable segmentation of head and neck anatomy for radiotherapy
Deep learning to achieve clinically applicable segmentation of head and neck anatomy for radiotherapy                                                                                  Ruheena Mendes                                                                                  implemenation of Deep learning to achieve clinically applicable segmentation of head and neck anatomy for radiotherapy
Deep learning to achieve clinically applicable segmentation of head and neck anatomy for radiotherapy                                                                                  Yasmin McQuinlan                                                                                  implemenation of Deep learning to achieve clinically applicable segmentation of head and neck anatomy for radiotherapy
Deep learning to achieve clinically applicable segmentation of head and neck anatomy for radiotherapy                                                                                  Yojan Patel                                                                                  implemenation of Deep learning to achieve clinically applicable segmentation of head and neck anatomy for radiotherapy
Guitar Effects Recognition and Parameter Estimation with Convolutional Neural Networks                                                                                  Marco Comunità                                                                                  implemenation of Guitar Effects Recognition and Parameter Estimation with Convolutional Neural Networks
Dense cellular segmentation for EM using 2D–3D neural network ensembles                                                                                  Brian Storrie & Richard D. Leapman                                                                                  implemenation of Dense cellular segmentation for EM using 2D–3D neural network ensembles
Galaxy Zoo DECaLS: Detailed Visual Morphology Measurements from Volunteers and Deep Learning for 314,000 Galaxies                                                                                  Brooke D. Simmons                                                                                  implemenation of Galaxy Zoo DECaLS: Detailed Visual Morphology Measurements from Volunteers and Deep Learning for 314,000 Galaxies
Galaxy Zoo DECaLS: Detailed Visual Morphology Measurements from Volunteers and Deep Learning for 314,000 Galaxies                                                                                  Christine Macmillan                                                                                  implemenation of Galaxy Zoo DECaLS: Detailed Visual Morphology Measurements from Volunteers and Deep Learning for 314,000 Galaxies
Galaxy Zoo DECaLS: Detailed Visual Morphology Measurements from Volunteers and Deep Learning for 314,000 Galaxies                                                                                  Coleman Krawczyk                                                                                  implemenation of Galaxy Zoo DECaLS: Detailed Visual Morphology Measurements from Volunteers and Deep Learning for 314,000 Galaxies
Galaxy Zoo DECaLS: Detailed Visual Morphology Measurements from Volunteers and Deep Learning for 314,000 Galaxies                                                                                  Elisabeth M. Baeten                                                                                  implemenation of Galaxy Zoo DECaLS: Detailed Visual Morphology Measurements from Volunteers and Deep Learning for 314,000 Galaxies
Galaxy Zoo DECaLS: Detailed Visual Morphology Measurements from Volunteers and Deep Learning for 314,000 Galaxies                                                                                  Karen L. Masters                                                                                  implemenation of Galaxy Zoo DECaLS: Detailed Visual Morphology Measurements from Volunteers and Deep Learning for 314,000 Galaxies
Dense cellular segmentation for EM using 2D–3D neural network ensembles                                                                                  Matthew D. Guay                                                                                  implemenation of Dense cellular segmentation for EM using 2D–3D neural network ensembles
Efficacy of MRI data harmonization in the age of machine learning. A multicenter study across 36 datasets                                                                                  Stefano Diciotti                                                                                  implemenation of Efficacy of MRI data harmonization in the age of machine learning. A multicenter study across 36 datasets
Galaxy Zoo DECaLS: Detailed Visual Morphology Measurements from Volunteers and Deep Learning for 314,000 Galaxies                                                                                  Tobias Geron                                                                                  implemenation of Galaxy Zoo DECaLS: Detailed Visual Morphology Measurements from Volunteers and Deep Learning for 314,000 Galaxies
Galaxy Zoo DECaLS: Detailed Visual Morphology Measurements from Volunteers and Deep Learning for 314,000 Galaxies                                                                                  Vihang Mehta                                                                                  implemenation of Galaxy Zoo DECaLS: Detailed Visual Morphology Measurements from Volunteers and Deep Learning for 314,000 Galaxies
Galaxy Zoo DECaLS: Detailed Visual Morphology Measurements from Volunteers and Deep Learning for 314,000 Galaxies                                                                                  William Keel                                                                                  implemenation of Galaxy Zoo DECaLS: Detailed Visual Morphology Measurements from Volunteers and Deep Learning for 314,000 Galaxies
L3DAS21 Challenge: Machine Learning for 3D Audio Signal Processing                                                                                  Christian Marinoni                                                                                  implemenation of L3DAS21 Challenge: Machine Learning for 3D Audio Signal Processing
L3DAS21 Challenge: Machine Learning for 3D Audio Signal Processing                                                                                  Claudia Medaglia                                                                                  implemenation of L3DAS21 Challenge: Machine Learning for 3D Audio Signal Processing
FedGraphNN: A Federated Learning System and Benchmark for Graph Neural Networks                                                                                  Emir Ceyani                                                                                  implemenation of FedGraphNN: A Federated Learning System and Benchmark for Graph Neural Networks
L3DAS21 Challenge: Machine Learning for 3D Audio Signal Processing                                                                                  Enrico Rocchi                                                                                  implemenation of L3DAS21 Challenge: Machine Learning for 3D Audio Signal Processing
L3DAS21 Challenge: Machine Learning for 3D Audio Signal Processing                                                                                  Giuseppe Nachira                                                                                  implemenation of L3DAS21 Challenge: Machine Learning for 3D Audio Signal Processing
FedGraphNN: A Federated Learning System and Benchmark for Graph Neural Networks                                                                                  Han Xie                                                                                  implemenation of FedGraphNN: A Federated Learning System and Benchmark for Graph Neural Networks
L3DAS21 Challenge: Machine Learning for 3D Audio Signal Processing                                                                                  Leonardo Nucciarelli                                                                                  implemenation of L3DAS21 Challenge: Machine Learning for 3D Audio Signal Processing
FedGraphNN: A Federated Learning System and Benchmark for Graph Neural Networks                                                                                  Liangwei Yang                                                                                  implemenation of FedGraphNN: A Federated Learning System and Benchmark for Graph Neural Networks
L3DAS21 Challenge: Machine Learning for 3D Audio Signal Processing                                                                                  Ludovica Paglialunga                                                                                  implemenation of L3DAS21 Challenge: Machine Learning for 3D Audio Signal Processing
L3DAS21 Challenge: Machine Learning for 3D Audio Signal Processing                                                                                  Marco Pennese                                                                                  implemenation of L3DAS21 Challenge: Machine Learning for 3D Audio Signal Processing
L3DAS21 Challenge: Machine Learning for 3D Audio Signal Processing                                                                                  Riccardo F. Gramaccioni                                                                                  implemenation of L3DAS21 Challenge: Machine Learning for 3D Audio Signal Processing
How Deep is your Learning: the DL-HARD Annotated Deep Learning Dataset                                                                                  Iain Mackie                                                                                  implemenation of How Deep is your Learning: the DL-HARD Annotated Deep Learning Dataset
Enhancing the Analysis of Software Failures in Cloud Computing Systems with Deep Learning                                                                                  Pietro Liguori                                                                                  implemenation of Enhancing the Analysis of Software Failures in Cloud Computing Systems with Deep Learning
Efficacy of MRI data harmonization in the age of machine learning. A multicenter study across 36 datasets                                                                                  Carlo Tessa                                                                                  implemenation of Efficacy of MRI data harmonization in the age of machine learning. A multicenter study across 36 datasets
In-season and dynamic crop mapping using 3D convolution neural networks and sentinel-2 time series                                                                                  Luigi Ranghetti                                                                                  implemenation of In-season and dynamic crop mapping using 3D convolution neural networks and sentinel-2 time series
Large-Scale Video Classification with Convolutional Neural Networks                                                                                  Sanketh Shetty                                                                                  implemenation of Large-Scale Video Classification with Convolutional Neural Networks
DeepWeeds: A Multiclass Weed Species Image Dataset for Deep Learning                                                                                  Mostafa Rahimi Azghadi                                                                                  implemenation of DeepWeeds: A Multiclass Weed Species Image Dataset for Deep Learning
Deep learning to achieve clinically applicable segmentation of head and neck anatomy for radiotherapy                                                                                  Stanislav Nikolov                                                                                  implemenation of Deep learning to achieve clinically applicable segmentation of head and neck anatomy for radiotherapy
Efficient Deep Learning-based Estimation of the Vital Signs on Smartphones                                                                                  Taha Samavati                                                                                  implemenation of Efficient Deep Learning-based Estimation of the Vital Signs on Smartphones
Detecting and Counting Pistachios based on Deep Learning                                                                                  Abolfazl Attar                                                                                  implemenation of Detecting and Counting Pistachios based on Deep Learning
Detecting and Counting Pistachios based on Deep Learning                                                                                  Mohammad Rahimzadeh                                                                                  implemenation of Detecting and Counting Pistachios based on Deep Learning
IntrA: 3D Intracranial Aneurysm Dataset for Deep Learning                                                                                  Ding Xia                                                                                  implemenation of IntrA: 3D Intracranial Aneurysm Dataset for Deep Learning
Hybrid Physics and Deep Learning Model for Interpretable Vehicle State Prediction                                                                                  Alexandra Baier                                                                                  implemenation of Hybrid Physics and Deep Learning Model for Interpretable Vehicle State Prediction
L3DAS21 Challenge: Machine Learning for 3D Audio Signal Processing                                                                                  Edoardo Massaro                                                                                  implemenation of L3DAS21 Challenge: Machine Learning for 3D Audio Signal Processing
L3DAS21 Challenge: Machine Learning for 3D Audio Signal Processing                                                                                  Saeid Jamili                                                                                  implemenation of L3DAS21 Challenge: Machine Learning for 3D Audio Signal Processing
L3DAS21 Challenge: Machine Learning for 3D Audio Signal Processing                                                                                  Sveva Pepe                                                                                  implemenation of L3DAS21 Challenge: Machine Learning for 3D Audio Signal Processing
Enhancing the Analysis of Software Failures in Cloud Computing Systems with Deep Learning                                                                                  Domenico Cotroneo                                                                                  implemenation of Enhancing the Analysis of Software Failures in Cloud Computing Systems with Deep Learning
How Deep is your Learning: the DL-HARD Annotated Deep Learning Dataset                                                                                  Jeffery Dalton                                                                                  implemenation of How Deep is your Learning: the DL-HARD Annotated Deep Learning Dataset
Enhancing the Analysis of Software Failures in Cloud Computing Systems with Deep Learning                                                                                  Roberto Natella                                                                                  implemenation of Enhancing the Analysis of Software Failures in Cloud Computing Systems with Deep Learning
Deep learning to achieve clinically applicable segmentation of head and neck anatomy for radiotherapy                                                                                  Bernardino Romera-Paredes                                                                                  implemenation of Deep learning to achieve clinically applicable segmentation of head and neck anatomy for radiotherapy
HolStep: A Machine Learning Dataset for Higher-order Logic Theorem Proving                                                                                  Cezary Kaliszyk                                                                                  implemenation of HolStep: A Machine Learning Dataset for Higher-order Logic Theorem Proving
HumAID: Human-Annotated Disaster Incidents Data from Twitter with Deep Learning Benchmarks                                                                                  Firoj Alam                                                                                  implemenation of HumAID: Human-Annotated Disaster Incidents Data from Twitter with Deep Learning Benchmarks
Domain-Adversarial Training of Neural Networks                                                                                  François Laviolette                                                                                  implemenation of Domain-Adversarial Training of Neural Networks
Large-Scale Video Classification with Convolutional Neural Networks                                                                                  George Toderici                                                                                  implemenation of Large-Scale Video Classification with Convolutional Neural Networks
Fashion-MNIST: a Novel Image Dataset for Benchmarking Machine Learning Algorithms                                                                                  Han Xiao                                                                                  implemenation of Fashion-MNIST: a Novel Image Dataset for Benchmarking Machine Learning Algorithms
Deep learning to achieve clinically applicable segmentation of head and neck anatomy for radiotherapy                                                                                  Joseph R. Ledsam                                                                                  implemenation of Deep learning to achieve clinically applicable segmentation of head and neck anatomy for radiotherapy
HDLTex: Hierarchical Deep Learning for Text Classification                                                                                  Laura E. Barnes                                                                                  implemenation of HDLTex: Hierarchical Deep Learning for Text Classification
Galaxy Zoo DECaLS: Detailed Visual Morphology Measurements from Volunteers and Deep Learning for 314,000 Galaxies                                                                                  Lewis Smith                                                                                  implemenation of Galaxy Zoo DECaLS: Detailed Visual Morphology Measurements from Volunteers and Deep Learning for 314,000 Galaxies
Large-Scale Video Classification with Convolutional Neural Networks                                                                                  Li Fei-Fei                                                                                  implemenation of Large-Scale Video Classification with Convolutional Neural Networks
Don't Give Me the Details, Just the Summary! Topic-Aware Convolutional Neural Networks for Extreme Summarization                                                                                  Mirella Lapata                                                                                  implemenation of Don't Give Me the Details, Just the Summary! Topic-Aware Convolutional Neural Networks for Extreme Summarization
Driver Gaze Zone Estimation using Convolutional Neural Networks: A General Framework and Ablative Analysis                                                                                  Mohan M. Trivedi                                                                                  implemenation of Driver Gaze Zone Estimation using Convolutional Neural Networks: A General Framework and Ablative Analysis
Deep learning to achieve clinically applicable segmentation of head and neck anatomy for radiotherapy                                                                                  Olaf Ronneberger                                                                                  implemenation of Deep learning to achieve clinically applicable segmentation of head and neck anatomy for radiotherapy
FedGraphNN: A Federated Learning System and Benchmark for Graph Neural Networks                                                                                  Peilin Zhao                                                                                  implemenation of FedGraphNN: A Federated Learning System and Benchmark for Graph Neural Networks
ERA: A Dataset and Deep Learning Benchmark for Event Recognition in Aerial Videos                                                                                  Pu Jin                                                                                  implemenation of ERA: A Dataset and Deep Learning Benchmark for Event Recognition in Aerial Videos
Large-Scale Video Classification with Convolutional Neural Networks                                                                                  Rahul Sukthankar                                                                                  implemenation of Large-Scale Video Classification with Convolutional Neural Networks
Generating Factoid Questions With Recurrent Neural Networks: The 30M Factoid Question-Answer Corpus                                                                                  Sarath Chandar                                                                                  implemenation of Generating Factoid Questions With Recurrent Neural Networks: The 30M Factoid Question-Answer Corpus
Fast inference of deep neural networks in FPGAs for particle physics                                                                                  Song Han                                                                                  implemenation of Fast inference of deep neural networks in FPGAs for particle physics
Generating Factoid Questions With Recurrent Neural Networks: The 30M Factoid Question-Answer Corpus                                                                                  Sungjin Ahn                                                                                  implemenation of Generating Factoid Questions With Recurrent Neural Networks: The 30M Factoid Question-Answer Corpus
Ground Truth Evaluation of Neural Network Explanations with CLEVR-XAI                                                                                  Wojciech Samek                                                                                  implemenation of Ground Truth Evaluation of Neural Network Explanations with CLEVR-XAI
DeepReID: Deep Filter Pairing Neural Network for Person Re-Identification                                                                                  Xiaogang Wang                                                                                  implemenation of DeepReID: Deep Filter Pairing Neural Network for Person Re-Identification
Generating Factoid Questions With Recurrent Neural Networks: The 30M Factoid Question-Answer Corpus                                                                                  Yoshua Bengio                                                                                  implemenation of Generating Factoid Questions With Recurrent Neural Networks: The 30M Factoid Question-Answer Corpus
Graph Neural Network Based Coarse-Grained Mapping Prediction                                                                                  Zhiheng Li                                                                                  implemenation of Graph Neural Network Based Coarse-Grained Mapping Prediction
Driver Gaze Zone Estimation using Convolutional Neural Networks: A General Framework and Ablative Analysis                                                                                  Akshay Rangesh                                                                                  implemenation of Driver Gaze Zone Estimation using Convolutional Neural Networks: A General Framework and Ablative Analysis
Generating Factoid Questions With Recurrent Neural Networks: The 30M Factoid Question-Answer Corpus                                                                                  Alberto García-Durán                                                                                  implemenation of Generating Factoid Questions With Recurrent Neural Networks: The 30M Factoid Question-Answer Corpus
Graph Neural Network Based Coarse-Grained Mapping Prediction                                                                                  Andrew D. White                                                                                  implemenation of Graph Neural Network Based Coarse-Grained Mapping Prediction
L3DAS21 Challenge: Machine Learning for 3D Audio Signal Processing                                                                                  Aurelio Uncini                                                                                  implemenation of L3DAS21 Challenge: Machine Learning for 3D Audio Signal Processing
Fast inference of deep neural networks in FPGAs for particle physics                                                                                  Benjamin Kreis                                                                                  implemenation of Fast inference of deep neural networks in FPGAs for particle physics
Learning to Extract Semantic Structure From Documents Using Multimodal Fully Convolutional Neural Networks                                                                                  C. Lee Giles                                                                                  implemenation of Learning to Extract Semantic Structure From Documents Using Multimodal Fully Convolutional Neural Networks
Learning to Extract Semantic Structure From Documents Using Multimodal Fully Convolutional Neural Networks                                                                                  Daniel Kifer                                                                                  implemenation of Learning to Extract Semantic Structure From Documents Using Multimodal Fully Convolutional Neural Networks
L3DAS21 Challenge: Machine Learning for 3D Audio Signal Processing                                                                                  Danilo Comminiello                                                                                  implemenation of L3DAS21 Challenge: Machine Learning for 3D Audio Signal Processing
Fast inference of deep neural networks in FPGAs for particle physics                                                                                  Edward Kreinar                                                                                  implemenation of Fast inference of deep neural networks in FPGAs for particle physics
Detecting motorcycle helmet use with deep learning                                                                                  Hanhe Lin                                                                                  implemenation of Detecting motorcycle helmet use with deep learning
Domain-Adversarial Training of Neural Networks                                                                                  Hugo Larochelle                                                                                  implemenation of Domain-Adversarial Training of Neural Networks
Fast inference of deep neural networks in FPGAs for particle physics                                                                                  Javier Duarte                                                                                  implemenation of Fast inference of deep neural networks in FPGAs for particle physics
Fast inference of deep neural networks in FPGAs for particle physics                                                                                  Jennifer Ngadiuba                                                                                  implemenation of Fast inference of deep neural networks in FPGAs for particle physics
Fast inference of deep neural networks in FPGAs for particle physics                                                                                  Maurizio Pierini                                                                                  implemenation of Fast inference of deep neural networks in FPGAs for particle physics
Deep Thermal Imaging: Proximate Material Type Recognition in the Wild through Deep Learning of Spatial Surface Temperature Patterns                                                                                  Nicolai Marquardt                                                                                  implemenation of Deep Thermal Imaging: Proximate Material Type Recognition in the Wild through Deep Learning of Spatial Surface Temperature Patterns
Fast inference of deep neural networks in FPGAs for particle physics                                                                                  Philip Harris                                                                                  implemenation of Fast inference of deep neural networks in FPGAs for particle physics
Fashion-MNIST: a Novel Image Dataset for Benchmarking Machine Learning Algorithms                                                                                  Roland Vollgraf                                                                                  implemenation of Fashion-MNIST: a Novel Image Dataset for Benchmarking Machine Learning Algorithms
Fast inference of deep neural networks in FPGAs for particle physics                                                                                  Ryan Rivera                                                                                  implemenation of Fast inference of deep neural networks in FPGAs for particle physics
Grape detection, segmentation and tracking using deep neural networks and three-dimensional association                                                                                  Sandra Avila                                                                                  implemenation of Grape detection, segmentation and tracking using deep neural networks and three-dimensional association
Fast inference of deep neural networks in FPGAs for particle physics                                                                                  Sergo Jindariani                                                                                  implemenation of Fast inference of deep neural networks in FPGAs for particle physics
