Result of /data/leuven/370/vsc37064/new_queries_named_graph/query_37.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
workTitle                                                                         authorName                                                                        implementationName
Knowledge-Driven Modulation of Neural Networks with Attention Mechanism for Next Activity Prediction                                                                                  Ivan Donadello                                                                                  implemenation of Knowledge-Driven Modulation of Neural Networks with Attention Mechanism for Next Activity Prediction
Knowledge-Driven Modulation of Neural Networks with Attention Mechanism for Next Activity Prediction                                                                                  Francesco Riva                                                                                  implemenation of Knowledge-Driven Modulation of Neural Networks with Attention Mechanism for Next Activity Prediction
Knowledge-Driven Modulation of Neural Networks with Attention Mechanism for Next Activity Prediction                                                                                  Fabrizio Maria Maggi                                                                                  implemenation of Knowledge-Driven Modulation of Neural Networks with Attention Mechanism for Next Activity Prediction
Knowledge-Driven Modulation of Neural Networks with Attention Mechanism for Next Activity Prediction                                                                                  Jan Mendling                                                                                  implemenation of Knowledge-Driven Modulation of Neural Networks with Attention Mechanism for Next Activity Prediction
Knowledge-Driven Modulation of Neural Networks with Attention Mechanism for Next Activity Prediction                                                                                  Matthias Weidlich                                                                                  implemenation of Knowledge-Driven Modulation of Neural Networks with Attention Mechanism for Next Activity Prediction
Knowledge-Driven Modulation of Neural Networks with Attention Mechanism for Next Activity Prediction                                                                                  Jonghyeon Ko                                                                                  implemenation of Knowledge-Driven Modulation of Neural Networks with Attention Mechanism for Next Activity Prediction
NodeMixup: Tackling Under-Reaching for Graph Neural Networks                                                                                  Long Jin                                                                                  implemenation of NodeMixup: Tackling Under-Reaching for Graph Neural Networks
NodeMixup: Tackling Under-Reaching for Graph Neural Networks                                                                                  Yaming Yang                                                                                  implemenation of NodeMixup: Tackling Under-Reaching for Graph Neural Networks
NodeMixup: Tackling Under-Reaching for Graph Neural Networks                                                                                  Weigang Lu                                                                                  implemenation of NodeMixup: Tackling Under-Reaching for Graph Neural Networks
NodeMixup: Tackling Under-Reaching for Graph Neural Networks                                                                                  Wei Zhao                                                                                  implemenation of NodeMixup: Tackling Under-Reaching for Graph Neural Networks
NodeMixup: Tackling Under-Reaching for Graph Neural Networks                                                                                  Ziyu Guan                                                                                  implemenation of NodeMixup: Tackling Under-Reaching for Graph Neural Networks
On the Initialization of Graph Neural Networks                                                                                  Xiang Song                                                                                  implemenation of On the Initialization of Graph Neural Networks
On the Initialization of Graph Neural Networks                                                                                  David Paul Wipf                                                                                  implemenation of On the Initialization of Graph Neural Networks
On the Initialization of Graph Neural Networks                                                                                  Jiahang Li                                                                                  implemenation of On the Initialization of Graph Neural Networks
On the Initialization of Graph Neural Networks                                                                                  Yakun Song                                                                                  implemenation of On the Initialization of Graph Neural Networks
PICNN: A Pathway towards Interpretable Convolutional Neural Networks                                                                                  Wengang Guo                                                                                  implemenation of PICNN: A Pathway towards Interpretable Convolutional Neural Networks
PICNN: A Pathway towards Interpretable Convolutional Neural Networks                                                                                  Qijun Chen                                                                                  implemenation of PICNN: A Pathway towards Interpretable Convolutional Neural Networks
PICNN: A Pathway towards Interpretable Convolutional Neural Networks                                                                                  Wei Ye                                                                                  implemenation of PICNN: A Pathway towards Interpretable Convolutional Neural Networks
PICNN: A Pathway towards Interpretable Convolutional Neural Networks                                                                                  Huilin Yin                                                                                  implemenation of PICNN: A Pathway towards Interpretable Convolutional Neural Networks
PICNN: A Pathway towards Interpretable Convolutional Neural Networks                                                                                  Jiayi Yang                                                                                  implemenation of PICNN: A Pathway towards Interpretable Convolutional Neural Networks
Performance Analysis of Machine Learning Algorithms in Chronic Kidney Disease Prediction                                                                                  Shadman Sakib                                                                                  implemenation of Performance Analysis of Machine Learning Algorithms in Chronic Kidney Disease Prediction
Performance Analysis of Machine Learning Algorithms in Chronic Kidney Disease Prediction                                                                                  Iftekhar Ahmed                                                                                  implemenation of Performance Analysis of Machine Learning Algorithms in Chronic Kidney Disease Prediction
Performance Analysis of Machine Learning Algorithms in Chronic Kidney Disease Prediction                                                                                  Adil Ahmed Chowdhury                                                                                  implemenation of Performance Analysis of Machine Learning Algorithms in Chronic Kidney Disease Prediction
Performance Analysis of Machine Learning Algorithms in Chronic Kidney Disease Prediction                                                                                  Biggo Bushon Routh                                                                                  implemenation of Performance Analysis of Machine Learning Algorithms in Chronic Kidney Disease Prediction
Performance Analysis of Machine Learning Algorithms in Chronic Kidney Disease Prediction                                                                                  Tanzil Ebad Chowdhury                                                                                  implemenation of Performance Analysis of Machine Learning Algorithms in Chronic Kidney Disease Prediction
Performance Analysis of Machine Learning Algorithms in Chronic Kidney Disease Prediction                                                                                  Nafisa Tasmiya                                                                                  implemenation of Performance Analysis of Machine Learning Algorithms in Chronic Kidney Disease Prediction
ICTSurF: Implicit Continuous-Time Survival Functions with Neural Networks                                                                                  Panu Looareesuwan                                                                                  implemenation of ICTSurF: Implicit Continuous-Time Survival Functions with Neural Networks
ICTSurF: Implicit Continuous-Time Survival Functions with Neural Networks                                                                                  Chanon Puttanawarut                                                                                  implemenation of ICTSurF: Implicit Continuous-Time Survival Functions with Neural Networks
ICTSurF: Implicit Continuous-Time Survival Functions with Neural Networks                                                                                  Prut Saowaprut                                                                                  implemenation of ICTSurF: Implicit Continuous-Time Survival Functions with Neural Networks
ICTSurF: Implicit Continuous-Time Survival Functions with Neural Networks                                                                                  Romen Samuel Wabina                                                                                  implemenation of ICTSurF: Implicit Continuous-Time Survival Functions with Neural Networks
Rethinking Causal Relationships Learning in Graph Neural Networks                                                                                  Chengyu Yao                                                                                  implemenation of Rethinking Causal Relationships Learning in Graph Neural Networks
Rethinking Causal Relationships Learning in Graph Neural Networks                                                                                  Huaping Liu                                                                                  implemenation of Rethinking Causal Relationships Learning in Graph Neural Networks
Rethinking Causal Relationships Learning in Graph Neural Networks                                                                                  Yifan Jin                                                                                  implemenation of Rethinking Causal Relationships Learning in Graph Neural Networks
Rethinking Causal Relationships Learning in Graph Neural Networks                                                                                  Fengge Wu                                                                                  implemenation of Rethinking Causal Relationships Learning in Graph Neural Networks
Rethinking Causal Relationships Learning in Graph Neural Networks                                                                                  Changwen Zheng                                                                                  implemenation of Rethinking Causal Relationships Learning in Graph Neural Networks
Rethinking Causal Relationships Learning in Graph Neural Networks                                                                                  Jiangmeng Li                                                                                  implemenation of Rethinking Causal Relationships Learning in Graph Neural Networks
Rethinking Causal Relationships Learning in Graph Neural Networks                                                                                  Lingyu Si                                                                                  implemenation of Rethinking Causal Relationships Learning in Graph Neural Networks
Rethinking Causal Relationships Learning in Graph Neural Networks                                                                                  Hang Gao                                                                                  implemenation of Rethinking Causal Relationships Learning in Graph Neural Networks
Learning Invariant Representations of Graph Neural Networks via Cluster Generalization                                                                                  Donglin Xia                                                                                  implemenation of Learning Invariant Representations of Graph Neural Networks via Cluster Generalization
Learning Invariant Representations of Graph Neural Networks via Cluster Generalization                                                                                  Nian Liu                                                                                  implemenation of Learning Invariant Representations of Graph Neural Networks via Cluster Generalization
Learning Invariant Representations of Graph Neural Networks via Cluster Generalization                                                                                  Xiao Wang                                                                                  implemenation of Learning Invariant Representations of Graph Neural Networks via Cluster Generalization
Learning Invariant Representations of Graph Neural Networks via Cluster Generalization                                                                                  Chuan Shi                                                                                  implemenation of Learning Invariant Representations of Graph Neural Networks via Cluster Generalization
OTOv3: Automatic Architecture-Agnostic Neural Network Training and Compression from Structured Pruning to Erasing Operators                                                                                  Tianyu Ding                                                                                  implemenation of OTOv3: Automatic Architecture-Agnostic Neural Network Training and Compression from Structured Pruning to Erasing Operators
OTOv3: Automatic Architecture-Agnostic Neural Network Training and Compression from Structured Pruning to Erasing Operators                                                                                  Zhihui Zhu                                                                                  implemenation of OTOv3: Automatic Architecture-Agnostic Neural Network Training and Compression from Structured Pruning to Erasing Operators
OTOv3: Automatic Architecture-Agnostic Neural Network Training and Compression from Structured Pruning to Erasing Operators                                                                                  Ilya Zharkov                                                                                  implemenation of OTOv3: Automatic Architecture-Agnostic Neural Network Training and Compression from Structured Pruning to Erasing Operators
OTOv3: Automatic Architecture-Agnostic Neural Network Training and Compression from Structured Pruning to Erasing Operators                                                                                  Zeyu Chen                                                                                  implemenation of OTOv3: Automatic Architecture-Agnostic Neural Network Training and Compression from Structured Pruning to Erasing Operators
OTOv3: Automatic Architecture-Agnostic Neural Network Training and Compression from Structured Pruning to Erasing Operators                                                                                  Tianyi Chen                                                                                  implemenation of OTOv3: Automatic Architecture-Agnostic Neural Network Training and Compression from Structured Pruning to Erasing Operators
OTOv3: Automatic Architecture-Agnostic Neural Network Training and Compression from Structured Pruning to Erasing Operators                                                                                  Luming Liang                                                                                  implemenation of OTOv3: Automatic Architecture-Agnostic Neural Network Training and Compression from Structured Pruning to Erasing Operators
OTOv3: Automatic Architecture-Agnostic Neural Network Training and Compression from Structured Pruning to Erasing Operators                                                                                  HsiangTao Wu                                                                                  implemenation of OTOv3: Automatic Architecture-Agnostic Neural Network Training and Compression from Structured Pruning to Erasing Operators
Neural network based generation of a 1-dimensional stochastic field with turbulent velocity statistics                                                                                  Carlos Granero-Belinchon                                                                                  implemenation of Neural network based generation of a 1-dimensional stochastic field with turbulent velocity statistics
PGPointNovo: an efficient neural network-based tool for parallel de novo peptide sequencing                                                                                  Xiaofang Xu                                                                                  implemenation of PGPointNovo: an efficient neural network-based tool for parallel de novo peptide sequencing
PGPointNovo: an efficient neural network-based tool for parallel de novo peptide sequencing                                                                                  Yunping Zhu                                                                                  implemenation of PGPointNovo: an efficient neural network-based tool for parallel de novo peptide sequencing
PGPointNovo: an efficient neural network-based tool for parallel de novo peptide sequencing                                                                                  Qiang He                                                                                  implemenation of PGPointNovo: an efficient neural network-based tool for parallel de novo peptide sequencing
PGPointNovo: an efficient neural network-based tool for parallel de novo peptide sequencing                                                                                  Zhiguang Chen                                                                                  implemenation of PGPointNovo: an efficient neural network-based tool for parallel de novo peptide sequencing
PGPointNovo: an efficient neural network-based tool for parallel de novo peptide sequencing                                                                                  Tao Chen                                                                                  implemenation of PGPointNovo: an efficient neural network-based tool for parallel de novo peptide sequencing
PGPointNovo: an efficient neural network-based tool for parallel de novo peptide sequencing                                                                                  Kunxian Shu                                                                                  implemenation of PGPointNovo: an efficient neural network-based tool for parallel de novo peptide sequencing
PGPointNovo: an efficient neural network-based tool for parallel de novo peptide sequencing                                                                                  Chunde Yang                                                                                  implemenation of PGPointNovo: an efficient neural network-based tool for parallel de novo peptide sequencing
PGPointNovo: an efficient neural network-based tool for parallel de novo peptide sequencing                                                                                  Yuan Xinpu                                                                                  implemenation of PGPointNovo: an efficient neural network-based tool for parallel de novo peptide sequencing
Probabilistic volumetric speckle suppression in OCT using deep learning                                                                                  Bhaskara Rao Chintada                                                                                  implemenation of Probabilistic volumetric speckle suppression in OCT using deep learning
Probabilistic volumetric speckle suppression in OCT using deep learning                                                                                  René Restrepo                                                                                  implemenation of Probabilistic volumetric speckle suppression in OCT using deep learning
Probabilistic volumetric speckle suppression in OCT using deep learning                                                                                  Brett E. Bouma                                                                                  implemenation of Probabilistic volumetric speckle suppression in OCT using deep learning
Probabilistic volumetric speckle suppression in OCT using deep learning                                                                                  Martin Villiger                                                                                  implemenation of Probabilistic volumetric speckle suppression in OCT using deep learning
Probabilistic volumetric speckle suppression in OCT using deep learning                                                                                  Néstor Uribe-Patarroyo                                                                                  implemenation of Probabilistic volumetric speckle suppression in OCT using deep learning
Probabilistic volumetric speckle suppression in OCT using deep learning                                                                                  Sebastián Ruiz-Lopera                                                                                  implemenation of Probabilistic volumetric speckle suppression in OCT using deep learning
From Pixels to Titles: Video Game Identification by Screenshots using Convolutional Neural Networks                                                                                  Fabricio Breve                                                                                  implemenation of From Pixels to Titles: Video Game Identification by Screenshots using Convolutional Neural Networks
Lyapunov-Guided Representation of Recurrent Neural Network Performance                                                                                  Eli Shlizerman                                                                                  implemenation of Lyapunov-Guided Representation of Recurrent Neural Network Performance
Lyapunov-Guided Representation of Recurrent Neural Network Performance                                                                                  Yang Zheng                                                                                  implemenation of Lyapunov-Guided Representation of Recurrent Neural Network Performance
Lyapunov-Guided Representation of Recurrent Neural Network Performance                                                                                  Ryan Vogt                                                                                  implemenation of Lyapunov-Guided Representation of Recurrent Neural Network Performance
Mithridates: Auditing and Boosting Backdoor Resistance of Machine Learning Pipelines                                                                                  Vitaly Shmatikov                                                                                  implemenation of Mithridates: Auditing and Boosting Backdoor Resistance of Machine Learning Pipelines
Mithridates: Auditing and Boosting Backdoor Resistance of Machine Learning Pipelines                                                                                  Eugene Bagdasaryan                                                                                  implemenation of Mithridates: Auditing and Boosting Backdoor Resistance of Machine Learning Pipelines
Input Compression with Positional Consistency for Efficient Training and Inference of Transformer Neural Networks                                                                                  Anand Raghunathan                                                                                  implemenation of Input Compression with Positional Consistency for Efficient Training and Inference of Transformer Neural Networks
Input Compression with Positional Consistency for Efficient Training and Inference of Transformer Neural Networks                                                                                  Amrit Nagarajan                                                                                  implemenation of Input Compression with Positional Consistency for Efficient Training and Inference of Transformer Neural Networks
Neural Networks Against (and For) Self-Training: Classification with Small Labeled and Large Unlabeled Sets                                                                                  Payam Karisani                                                                                  implemenation of Neural Networks Against (and For) Self-Training: Classification with Small Labeled and Large Unlabeled Sets
Predicting Postoperative Nausea And Vomiting Using Machine Learning: A Model Development and Validation Study                                                                                  Svetlana Bunimovich-Mendrazitsky                                                                                  implemenation of Predicting Postoperative Nausea And Vomiting Using Machine Learning: A Model Development and Validation Study
Predicting Postoperative Nausea And Vomiting Using Machine Learning: A Model Development and Validation Study                                                                                  Boris Orkin                                                                                  implemenation of Predicting Postoperative Nausea And Vomiting Using Machine Learning: A Model Development and Validation Study
Predicting Postoperative Nausea And Vomiting Using Machine Learning: A Model Development and Validation Study                                                                                  Maxim Glebov                                                                                  implemenation of Predicting Postoperative Nausea And Vomiting Using Machine Learning: A Model Development and Validation Study
Predicting Postoperative Nausea And Vomiting Using Machine Learning: A Model Development and Validation Study                                                                                  Teddy Lazebnik                                                                                  implemenation of Predicting Postoperative Nausea And Vomiting Using Machine Learning: A Model Development and Validation Study
Predicting Postoperative Nausea And Vomiting Using Machine Learning: A Model Development and Validation Study                                                                                  Haim Berkenstadt                                                                                  implemenation of Predicting Postoperative Nausea And Vomiting Using Machine Learning: A Model Development and Validation Study
Foveation in the Era of Deep Learning                                                                                  George Killick                                                                                  implemenation of Foveation in the Era of Deep Learning
Foveation in the Era of Deep Learning                                                                                  Paul Henderson                                                                                  implemenation of Foveation in the Era of Deep Learning
Foveation in the Era of Deep Learning                                                                                  Gerardo Aragon-Camarasa                                                                                  implemenation of Foveation in the Era of Deep Learning
Foveation in the Era of Deep Learning                                                                                  Paul Siebert                                                                                  implemenation of Foveation in the Era of Deep Learning
Random Linear Projections Loss for Hyperplane-Based Optimization in Regression Neural Networks                                                                                  Ahmed Aloui                                                                                  implemenation of Random Linear Projections Loss for Hyperplane-Based Optimization in Regression Neural Networks
Random Linear Projections Loss for Hyperplane-Based Optimization in Regression Neural Networks                                                                                  Vahid Tarokh                                                                                  implemenation of Random Linear Projections Loss for Hyperplane-Based Optimization in Regression Neural Networks
Random Linear Projections Loss for Hyperplane-Based Optimization in Regression Neural Networks                                                                                  Shyam Venkatasubramanian                                                                                  implemenation of Random Linear Projections Loss for Hyperplane-Based Optimization in Regression Neural Networks
NCDL: A Framework for Deep Learning on non-Cartesian Lattices                                                                                                                                                                    implemenation of NCDL: A Framework for Deep Learning on non-Cartesian Lattices
Norm-based Generalization Bounds for Sparse Neural Networks                                                                                                                                                                    implemenation of Norm-based Generalization Bounds for Sparse Neural Networks
ProteinShake: Building datasets and benchmarks for deep learning on protein structures                                                                                                                                                                    implemenation of ProteinShake: Building datasets and benchmarks for deep learning on protein structures
Optimal privacy guarantees for a relaxed threat model: Addressing sub-optimal adversaries in differentially private machine learning                                                                                                                                                                    implemenation of Optimal privacy guarantees for a relaxed threat model: Addressing sub-optimal adversaries in differentially private machine learning
High dimensional, tabular deep learning with an auxiliary knowledge graph                                                                                                                                                                    implemenation of High dimensional, tabular deep learning with an auxiliary knowledge graph
Newton–Cotes Graph Neural Networks: On the Time Evolution of Dynamic Systems                                                                                                                                                                    implemenation of Newton–Cotes Graph Neural Networks: On the Time Evolution of Dynamic Systems
MMGP: a Mesh Morphing Gaussian Process-based machine learning method for regression of physical problems under nonparametrized geometrical variability                                                                                                                                                                    implemenation of MMGP: a Mesh Morphing Gaussian Process-based machine learning method for regression of physical problems under nonparametrized geometrical variability
Room Occupancy Prediction: Exploring the Power of Machine Learning and Temporal Insights                                                                                  Siqi Mao                                                                                  implemenation of Room Occupancy Prediction: Exploring the Power of Machine Learning and Temporal Insights
Room Occupancy Prediction: Exploring the Power of Machine Learning and Temporal Insights                                                                                  Yinpu Li                                                                                  implemenation of Room Occupancy Prediction: Exploring the Power of Machine Learning and Temporal Insights
Room Occupancy Prediction: Exploring the Power of Machine Learning and Temporal Insights                                                                                  Yixin Kang                                                                                  implemenation of Room Occupancy Prediction: Exploring the Power of Machine Learning and Temporal Insights
Room Occupancy Prediction: Exploring the Power of Machine Learning and Temporal Insights                                                                                  Yuanxin Yao                                                                                  implemenation of Room Occupancy Prediction: Exploring the Power of Machine Learning and Temporal Insights
Room Occupancy Prediction: Exploring the Power of Machine Learning and Temporal Insights                                                                                  Ziren Wang                                                                                  implemenation of Room Occupancy Prediction: Exploring the Power of Machine Learning and Temporal Insights
Room Occupancy Prediction: Exploring the Power of Machine Learning and Temporal Insights                                                                                  Yaping Yuan                                                                                  implemenation of Room Occupancy Prediction: Exploring the Power of Machine Learning and Temporal Insights
Scale-Dropout: Estimating Uncertainty in Deep Neural Networks Using Stochastic Scale                                                                                  Guillaume Prenat                                                                                  implemenation of Scale-Dropout: Estimating Uncertainty in Deep Neural Networks Using Stochastic Scale
Scale-Dropout: Estimating Uncertainty in Deep Neural Networks Using Stochastic Scale                                                                                  Soyed Tuhin Ahmed                                                                                  implemenation of Scale-Dropout: Estimating Uncertainty in Deep Neural Networks Using Stochastic Scale
Scale-Dropout: Estimating Uncertainty in Deep Neural Networks Using Stochastic Scale                                                                                  Michael Hefenbrock                                                                                  implemenation of Scale-Dropout: Estimating Uncertainty in Deep Neural Networks Using Stochastic Scale
Scale-Dropout: Estimating Uncertainty in Deep Neural Networks Using Stochastic Scale                                                                                  Lorena Anghel                                                                                  implemenation of Scale-Dropout: Estimating Uncertainty in Deep Neural Networks Using Stochastic Scale
Scale-Dropout: Estimating Uncertainty in Deep Neural Networks Using Stochastic Scale                                                                                  Kamal Danouchi                                                                                  implemenation of Scale-Dropout: Estimating Uncertainty in Deep Neural Networks Using Stochastic Scale
Scale-Dropout: Estimating Uncertainty in Deep Neural Networks Using Stochastic Scale                                                                                  Mehdi B. Tahoori                                                                                  implemenation of Scale-Dropout: Estimating Uncertainty in Deep Neural Networks Using Stochastic Scale
Spatial Deep Learning for Site-Specific Movement Optimization of Aerial Base Stations                                                                                  Jiefeng Zhang                                                                                  implemenation of Spatial Deep Learning for Site-Specific Movement Optimization of Aerial Base Stations
Spatial Deep Learning for Site-Specific Movement Optimization of Aerial Base Stations                                                                                  Jiangbin Lyu                                                                                  implemenation of Spatial Deep Learning for Site-Specific Movement Optimization of Aerial Base Stations
Spatial Deep Learning for Site-Specific Movement Optimization of Aerial Base Stations                                                                                  Liqun Fu                                                                                  implemenation of Spatial Deep Learning for Site-Specific Movement Optimization of Aerial Base Stations
Spatial Deep Learning for Site-Specific Movement Optimization of Aerial Base Stations                                                                                  Xu Chen                                                                                  implemenation of Spatial Deep Learning for Site-Specific Movement Optimization of Aerial Base Stations
Spatial Upsampling of Head-Related Transfer Functions Using a Physics-Informed Neural Network                                                                                  Fei Ma                                                                                  implemenation of Spatial Upsampling of Head-Related Transfer Functions Using a Physics-Informed Neural Network
Spatial Upsampling of Head-Related Transfer Functions Using a Physics-Informed Neural Network                                                                                  Thushara D. Abhayapala                                                                                  implemenation of Spatial Upsampling of Head-Related Transfer Functions Using a Physics-Informed Neural Network
Spatial Upsampling of Head-Related Transfer Functions Using a Physics-Informed Neural Network                                                                                  Xingyu Chen                                                                                  implemenation of Spatial Upsampling of Head-Related Transfer Functions Using a Physics-Informed Neural Network
Spatial Upsampling of Head-Related Transfer Functions Using a Physics-Informed Neural Network                                                                                  Prasanga N. Samarasinghe                                                                                  implemenation of Spatial Upsampling of Head-Related Transfer Functions Using a Physics-Informed Neural Network
Spiker+: a framework for the generation of efficient Spiking Neural Networks FPGA accelerators for inference at the edge                                                                                  Alessandro Savino                                                                                  implemenation of Spiker+: a framework for the generation of efficient Spiking Neural Networks FPGA accelerators for inference at the edge
Spiker+: a framework for the generation of efficient Spiking Neural Networks FPGA accelerators for inference at the edge                                                                                  Stefano Di Carlo                                                                                  implemenation of Spiker+: a framework for the generation of efficient Spiking Neural Networks FPGA accelerators for inference at the edge
Spiker+: a framework for the generation of efficient Spiking Neural Networks FPGA accelerators for inference at the edge                                                                                  Alessio Carpegna                                                                                  implemenation of Spiker+: a framework for the generation of efficient Spiking Neural Networks FPGA accelerators for inference at the edge
Synaptic Sampling of Neural Networks                                                                                  J. Darby Smith                                                                                  implemenation of Synaptic Sampling of Neural Networks
Synaptic Sampling of Neural Networks                                                                                  William Severa                                                                                  implemenation of Synaptic Sampling of Neural Networks
Synaptic Sampling of Neural Networks                                                                                  James B. Aimone                                                                                  implemenation of Synaptic Sampling of Neural Networks
Tender Notice Extraction from E-papers Using Neural Network                                                                                  Anuj Sedhai                                                                                  implemenation of Tender Notice Extraction from E-papers Using Neural Network
Tender Notice Extraction from E-papers Using Neural Network                                                                                  Ashmin Bhattarai                                                                                  implemenation of Tender Notice Extraction from E-papers Using Neural Network
Tender Notice Extraction from E-papers Using Neural Network                                                                                  Devraj Neupane                                                                                  implemenation of Tender Notice Extraction from E-papers Using Neural Network
Tender Notice Extraction from E-papers Using Neural Network                                                                                  Manish Khadka                                                                                  implemenation of Tender Notice Extraction from E-papers Using Neural Network
Tender Notice Extraction from E-papers Using Neural Network                                                                                  Rama Bastola                                                                                  implemenation of Tender Notice Extraction from E-papers Using Neural Network
The State of Documentation Practices of Third-party Machine Learning Models and Datasets                                                                                  Ernesto Lang Oreamuno                                                                                  implemenation of The State of Documentation Practices of Third-party Machine Learning Models and Datasets
The State of Documentation Practices of Third-party Machine Learning Models and Datasets                                                                                  Rohan Faiyaz Khan                                                                                  implemenation of The State of Documentation Practices of Third-party Machine Learning Models and Datasets
The State of Documentation Practices of Third-party Machine Learning Models and Datasets                                                                                  Catherine Stinson                                                                                  implemenation of The State of Documentation Practices of Third-party Machine Learning Models and Datasets
