Result of /data/leuven/370/vsc37064/new_queries/query_37.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
workTitle                                                                         authorName                                                                        implementationName
Classification of Handwritten Names of Cities and Handwritten Text Recognition using Various Deep Learning Models                                                                                  Kairat Bostanbekov                                                                                  implemenation of Classification of Handwritten Names of Cities and Handwritten Text Recognition using Various Deep Learning Models
Classification of Handwritten Names of Cities and Handwritten Text Recognition using Various Deep Learning Models                                                                                  Galymzhan Abdimanap                                                                                  implemenation of Classification of Handwritten Names of Cities and Handwritten Text Recognition using Various Deep Learning Models
Classification of Shoulder X-Ray Images with Deep Learning Ensemble Models                                                                                  Nil Tokgöz                                                                                  implemenation of Classification of Shoulder X-Ray Images with Deep Learning Ensemble Models
Classification of Shoulder X-Ray Images with Deep Learning Ensemble Models                                                                                  Ozan Peker                                                                                  implemenation of Classification of Shoulder X-Ray Images with Deep Learning Ensemble Models
Classification of Shoulder X-Ray Images with Deep Learning Ensemble Models                                                                                  Fatih Uysal                                                                                  implemenation of Classification of Shoulder X-Ray Images with Deep Learning Ensemble Models
Classification of Shoulder X-Ray Images with Deep Learning Ensemble Models                                                                                  Tolga Tolunay                                                                                  implemenation of Classification of Shoulder X-Ray Images with Deep Learning Ensemble Models
Classification of Shoulder X-Ray Images with Deep Learning Ensemble Models                                                                                  Fırat Hardalaç                                                                                  implemenation of Classification of Shoulder X-Ray Images with Deep Learning Ensemble Models
ComBiNet: Compact Convolutional Bayesian Neural Network for Image Segmentation                                                                                  Divyansh Manocha                                                                                  implemenation of ComBiNet: Compact Convolutional Bayesian Neural Network for Image Segmentation
ComBiNet: Compact Convolutional Bayesian Neural Network for Image Segmentation                                                                                  Miguel Rodrigues                                                                                  implemenation of ComBiNet: Compact Convolutional Bayesian Neural Network for Image Segmentation
ComBiNet: Compact Convolutional Bayesian Neural Network for Image Segmentation                                                                                  Hongxiang Fan                                                                                  implemenation of ComBiNet: Compact Convolutional Bayesian Neural Network for Image Segmentation
ComBiNet: Compact Convolutional Bayesian Neural Network for Image Segmentation                                                                                  Martin Ferianc                                                                                  implemenation of ComBiNet: Compact Convolutional Bayesian Neural Network for Image Segmentation
Breaking the Computation and Communication Abstraction Barrier in Distributed Machine Learning Workloads                                                                                  Amir Hossein Nodehi Sabet                                                                                  implemenation of Breaking the Computation and Communication Abstraction Barrier in Distributed Machine Learning Workloads
Breaking the Computation and Communication Abstraction Barrier in Distributed Machine Learning Workloads                                                                                  Jun Huang                                                                                  implemenation of Breaking the Computation and Communication Abstraction Barrier in Distributed Machine Learning Workloads
Breaking the Computation and Communication Abstraction Barrier in Distributed Machine Learning Workloads                                                                                  Youshan Miao                                                                                  implemenation of Breaking the Computation and Communication Abstraction Barrier in Distributed Machine Learning Workloads
Breaking the Computation and Communication Abstraction Barrier in Distributed Machine Learning Workloads                                                                                  Guodong Liu                                                                                  implemenation of Breaking the Computation and Communication Abstraction Barrier in Distributed Machine Learning Workloads
Breaking the Computation and Communication Abstraction Barrier in Distributed Machine Learning Workloads                                                                                  Todd Mytkowicz                                                                                  implemenation of Breaking the Computation and Communication Abstraction Barrier in Distributed Machine Learning Workloads
Breaking the Computation and Communication Abstraction Barrier in Distributed Machine Learning Workloads                                                                                  Madanlal Musuvathi                                                                                  implemenation of Breaking the Computation and Communication Abstraction Barrier in Distributed Machine Learning Workloads
Breaking the Computation and Communication Abstraction Barrier in Distributed Machine Learning Workloads                                                                                  Saeed Maleki                                                                                  implemenation of Breaking the Computation and Communication Abstraction Barrier in Distributed Machine Learning Workloads
Breaking the Computation and Communication Abstraction Barrier in Distributed Machine Learning Workloads                                                                                  Olli Sarikivi                                                                                  implemenation of Breaking the Computation and Communication Abstraction Barrier in Distributed Machine Learning Workloads
Breaking the Computation and Communication Abstraction Barrier in Distributed Machine Learning Workloads                                                                                  Abhinav Jangda                                                                                  implemenation of Breaking the Computation and Communication Abstraction Barrier in Distributed Machine Learning Workloads
Automated Machine Learning Techniques for Data Streams                                                                                  Alexandru-Ionut Imbrea                                                                                  implemenation of Automated Machine Learning Techniques for Data Streams
Completion and Augmentation based Spatiotemporal Deep Learning Approach for Short-Term Metro Origin-Destination Matrix Prediction under Limited Observable Data                                                                                  Juanjuan Zhao                                                                                  implemenation of Completion and Augmentation based Spatiotemporal Deep Learning Approach for Short-Term Metro Origin-Destination Matrix Prediction under Limited Observable Data
Completion and Augmentation based Spatiotemporal Deep Learning Approach for Short-Term Metro Origin-Destination Matrix Prediction under Limited Observable Data                                                                                  Jiexia Ye                                                                                  implemenation of Completion and Augmentation based Spatiotemporal Deep Learning Approach for Short-Term Metro Origin-Destination Matrix Prediction under Limited Observable Data
Completion and Augmentation based Spatiotemporal Deep Learning Approach for Short-Term Metro Origin-Destination Matrix Prediction under Limited Observable Data                                                                                  Chengzhong Xu                                                                                  implemenation of Completion and Augmentation based Spatiotemporal Deep Learning Approach for Short-Term Metro Origin-Destination Matrix Prediction under Limited Observable Data
Completion and Augmentation based Spatiotemporal Deep Learning Approach for Short-Term Metro Origin-Destination Matrix Prediction under Limited Observable Data                                                                                  Furong Zheng                                                                                  implemenation of Completion and Augmentation based Spatiotemporal Deep Learning Approach for Short-Term Metro Origin-Destination Matrix Prediction under Limited Observable Data
Constraining dark matter annihilation with cosmic ray antiprotons using neural networks                                                                                  Michael Krämer                                                                                  implemenation of Constraining dark matter annihilation with cosmic ray antiprotons using neural networks
Constraining dark matter annihilation with cosmic ray antiprotons using neural networks                                                                                  Felix Kahlhoefer                                                                                  implemenation of Constraining dark matter annihilation with cosmic ray antiprotons using neural networks
Constraining dark matter annihilation with cosmic ray antiprotons using neural networks                                                                                  Kathrin Nippel                                                                                  implemenation of Constraining dark matter annihilation with cosmic ray antiprotons using neural networks
Constraining dark matter annihilation with cosmic ray antiprotons using neural networks                                                                                  Michael Korsmeier                                                                                  implemenation of Constraining dark matter annihilation with cosmic ray antiprotons using neural networks
Constraining dark matter annihilation with cosmic ray antiprotons using neural networks                                                                                  Silvia Manconi                                                                                  implemenation of Constraining dark matter annihilation with cosmic ray antiprotons using neural networks
Automatic Gaze Analysis: A Survey of Deep Learning based Approaches                                                                                  Qiang Ji                                                                                  implemenation of Automatic Gaze Analysis: A Survey of Deep Learning based Approaches
Automatic Gaze Analysis: A Survey of Deep Learning based Approaches                                                                                  Abhinav Dhall                                                                                  implemenation of Automatic Gaze Analysis: A Survey of Deep Learning based Approaches
Automatic Gaze Analysis: A Survey of Deep Learning based Approaches                                                                                  Munawar Hayat                                                                                  implemenation of Automatic Gaze Analysis: A Survey of Deep Learning based Approaches
Automatic Gaze Analysis: A Survey of Deep Learning based Approaches                                                                                  Jarrod Knibbe                                                                                  implemenation of Automatic Gaze Analysis: A Survey of Deep Learning based Approaches
Automatic Gaze Analysis: A Survey of Deep Learning based Approaches                                                                                  Shreya Ghosh                                                                                  implemenation of Automatic Gaze Analysis: A Survey of Deep Learning based Approaches
CardiSort: a convolutional neural network for cross vendor automated sorting of cardiac MR images                                                                                  Amedeo Chiribiri                                                                                  implemenation of CardiSort: a convolutional neural network for cross vendor automated sorting of cardiac MR images
CardiSort: a convolutional neural network for cross vendor automated sorting of cardiac MR images                                                                                  Adriana DM Villa                                                                                  implemenation of CardiSort: a convolutional neural network for cross vendor automated sorting of cardiac MR images
CardiSort: a convolutional neural network for cross vendor automated sorting of cardiac MR images                                                                                  Cian M Scannell                                                                                  implemenation of CardiSort: a convolutional neural network for cross vendor automated sorting of cardiac MR images
CardiSort: a convolutional neural network for cross vendor automated sorting of cardiac MR images                                                                                  Alistair A Young                                                                                  implemenation of CardiSort: a convolutional neural network for cross vendor automated sorting of cardiac MR images
CardiSort: a convolutional neural network for cross vendor automated sorting of cardiac MR images                                                                                  Leighton Kearney                                                                                  implemenation of CardiSort: a convolutional neural network for cross vendor automated sorting of cardiac MR images
CardiSort: a convolutional neural network for cross vendor automated sorting of cardiac MR images                                                                                  Nuno Bettencourt                                                                                  implemenation of CardiSort: a convolutional neural network for cross vendor automated sorting of cardiac MR images
CardiSort: a convolutional neural network for cross vendor automated sorting of cardiac MR images                                                                                  Ruth P Lim                                                                                  implemenation of CardiSort: a convolutional neural network for cross vendor automated sorting of cardiac MR images
CardiSort: a convolutional neural network for cross vendor automated sorting of cardiac MR images                                                                                  Stefan Kachel                                                                                  implemenation of CardiSort: a convolutional neural network for cross vendor automated sorting of cardiac MR images
Black-Box Testing of Deep Neural Networks Through Test Case Diversity                                                                                  Ramesh S                                                                                  implemenation of Black-Box Testing of Deep Neural Networks Through Test Case Diversity
Black-Box Testing of Deep Neural Networks Through Test Case Diversity                                                                                  Mojtaba Bagherzadeh                                                                                  implemenation of Black-Box Testing of Deep Neural Networks Through Test Case Diversity
Black-Box Testing of Deep Neural Networks Through Test Case Diversity                                                                                  Manel Abdellatif                                                                                  implemenation of Black-Box Testing of Deep Neural Networks Through Test Case Diversity
Black-Box Testing of Deep Neural Networks Through Test Case Diversity                                                                                  Zohreh Aghababaeyan                                                                                  implemenation of Black-Box Testing of Deep Neural Networks Through Test Case Diversity
Black-Box Testing of Deep Neural Networks Through Test Case Diversity                                                                                  Lionel Briand                                                                                  implemenation of Black-Box Testing of Deep Neural Networks Through Test Case Diversity
Automated Graph Machine Learning: Approaches, Libraries and Directions                                                                                  Haoyang Li                                                                                  implemenation of Automated Graph Machine Learning: Approaches, Libraries and Directions
Automated Graph Machine Learning: Approaches, Libraries and Directions                                                                                  Ziwei Zhang                                                                                  implemenation of Automated Graph Machine Learning: Approaches, Libraries and Directions
Automated Graph Machine Learning: Approaches, Libraries and Directions                                                                                  Wenwu Zhu                                                                                  implemenation of Automated Graph Machine Learning: Approaches, Libraries and Directions
Automated Graph Machine Learning: Approaches, Libraries and Directions                                                                                  Xin Wang                                                                                  implemenation of Automated Graph Machine Learning: Approaches, Libraries and Directions
BottleFit: Learning Compressed Representations in Deep Neural Networks for Effective and Efficient Split Computing                                                                                  Sameer Singh                                                                                  implemenation of BottleFit: Learning Compressed Representations in Deep Neural Networks for Effective and Efficient Split Computing
BottleFit: Learning Compressed Representations in Deep Neural Networks for Effective and Efficient Split Computing                                                                                  Davide Callegaro                                                                                  implemenation of BottleFit: Learning Compressed Representations in Deep Neural Networks for Effective and Efficient Split Computing
BottleFit: Learning Compressed Representations in Deep Neural Networks for Effective and Efficient Split Computing                                                                                  Francesco Restuccia                                                                                  implemenation of BottleFit: Learning Compressed Representations in Deep Neural Networks for Effective and Efficient Split Computing
BottleFit: Learning Compressed Representations in Deep Neural Networks for Effective and Efficient Split Computing                                                                                  Marco Levorato                                                                                  implemenation of BottleFit: Learning Compressed Representations in Deep Neural Networks for Effective and Efficient Split Computing
BottleFit: Learning Compressed Representations in Deep Neural Networks for Effective and Efficient Split Computing                                                                                  Yoshitomo Matsubara                                                                                  implemenation of BottleFit: Learning Compressed Representations in Deep Neural Networks for Effective and Efficient Split Computing
ChemicalX: A Deep Learning Library for Drug Pair Scoring                                                                                  Andriy Nikolov                                                                                  implemenation of ChemicalX: A Deep Learning Library for Drug Pair Scoring
ChemicalX: A Deep Learning Library for Drug Pair Scoring                                                                                  Michael Ughetto                                                                                  implemenation of ChemicalX: A Deep Learning Library for Drug Pair Scoring
ChemicalX: A Deep Learning Library for Drug Pair Scoring                                                                                  Andrej Lamov                                                                                  implemenation of ChemicalX: A Deep Learning Library for Drug Pair Scoring
ChemicalX: A Deep Learning Library for Drug Pair Scoring                                                                                  Klas Karis                                                                                  implemenation of ChemicalX: A Deep Learning Library for Drug Pair Scoring
ChemicalX: A Deep Learning Library for Drug Pair Scoring                                                                                  Piotr Grabowski                                                                                  implemenation of ChemicalX: A Deep Learning Library for Drug Pair Scoring
ChemicalX: A Deep Learning Library for Drug Pair Scoring                                                                                  Yu Wang                                                                                  implemenation of ChemicalX: A Deep Learning Library for Drug Pair Scoring
ChemicalX: A Deep Learning Library for Drug Pair Scoring                                                                                  Charles Tapley Hoyt                                                                                  implemenation of ChemicalX: A Deep Learning Library for Drug Pair Scoring
ChemicalX: A Deep Learning Library for Drug Pair Scoring                                                                                  Benjamin M Gyori                                                                                  implemenation of ChemicalX: A Deep Learning Library for Drug Pair Scoring
ChemicalX: A Deep Learning Library for Drug Pair Scoring                                                                                  Anna Gogleva                                                                                  implemenation of ChemicalX: A Deep Learning Library for Drug Pair Scoring
ChemicalX: A Deep Learning Library for Drug Pair Scoring                                                                                  Sebastian Nilsson                                                                                  implemenation of ChemicalX: A Deep Learning Library for Drug Pair Scoring
ChemicalX: A Deep Learning Library for Drug Pair Scoring                                                                                  Benedek Rozemberczki                                                                                  implemenation of ChemicalX: A Deep Learning Library for Drug Pair Scoring
ChemicalX: A Deep Learning Library for Drug Pair Scoring                                                                                  Tyler Derr                                                                                  implemenation of ChemicalX: A Deep Learning Library for Drug Pair Scoring
Convolutional Neural Networks on Graphs with Chebyshev Approximation, Revisited                                                                                  Zhewei Wei                                                                                  implemenation of Convolutional Neural Networks on Graphs with Chebyshev Approximation, Revisited
Convolutional Neural Networks on Graphs with Chebyshev Approximation, Revisited                                                                                  Ji-Rong Wen                                                                                  implemenation of Convolutional Neural Networks on Graphs with Chebyshev Approximation, Revisited
Convolutional Neural Networks on Graphs with Chebyshev Approximation, Revisited                                                                                  Mingguo He                                                                                  implemenation of Convolutional Neural Networks on Graphs with Chebyshev Approximation, Revisited
Autonomous Mosquito Habitat Detection Using Satellite Imagery and Convolutional Neural Networks for Disease Risk Mapping                                                                                  Nandini Ramachandran                                                                                  implemenation of Autonomous Mosquito Habitat Detection Using Satellite Imagery and Convolutional Neural Networks for Disease Risk Mapping
Autonomous Mosquito Habitat Detection Using Satellite Imagery and Convolutional Neural Networks for Disease Risk Mapping                                                                                  Russanne Low                                                                                  implemenation of Autonomous Mosquito Habitat Detection Using Satellite Imagery and Convolutional Neural Networks for Disease Risk Mapping
Autonomous Mosquito Habitat Detection Using Satellite Imagery and Convolutional Neural Networks for Disease Risk Mapping                                                                                  Sriram Elango                                                                                  implemenation of Autonomous Mosquito Habitat Detection Using Satellite Imagery and Convolutional Neural Networks for Disease Risk Mapping
Convolutional Neural Networks for Aircraft Noise Monitoring                                                                                  Derek Anderson                                                                                  implemenation of Convolutional Neural Networks for Aircraft Noise Monitoring
Convolutional Neural Networks for Aircraft Noise Monitoring                                                                                  Brad Juffer                                                                                  implemenation of Convolutional Neural Networks for Aircraft Noise Monitoring
Convolutional Neural Networks for Aircraft Noise Monitoring                                                                                  Matt Baker                                                                                  implemenation of Convolutional Neural Networks for Aircraft Noise Monitoring
Convolutional Neural Networks for Aircraft Noise Monitoring                                                                                  Nicholas Heller                                                                                  implemenation of Convolutional Neural Networks for Aircraft Noise Monitoring
Convolutional Neural Networks for Aircraft Noise Monitoring                                                                                  Nikolaos Papanikolopoulos                                                                                  implemenation of Convolutional Neural Networks for Aircraft Noise Monitoring
Applying Machine Learning To Maize Traits Prediction                                                                                  Binbin Shi                                                                                  implemenation of Applying Machine Learning To Maize Traits Prediction
Applying Machine Learning To Maize Traits Prediction                                                                                  Xupeng Chen                                                                                  implemenation of Applying Machine Learning To Maize Traits Prediction
Assessing the Scalability of Biologically-Motivated Deep Learning Algorithms and Architectures                                                                                  Adam Santoro                                                                                  implemenation of Assessing the Scalability of Biologically-Motivated Deep Learning Algorithms and Architectures
Assessing the Scalability of Biologically-Motivated Deep Learning Algorithms and Architectures                                                                                  Geoffrey E. Hinton                                                                                  implemenation of Assessing the Scalability of Biologically-Motivated Deep Learning Algorithms and Architectures
Assessing the Scalability of Biologically-Motivated Deep Learning Algorithms and Architectures                                                                                  Timothy Lillicrap                                                                                  implemenation of Assessing the Scalability of Biologically-Motivated Deep Learning Algorithms and Architectures
Assessing the Scalability of Biologically-Motivated Deep Learning Algorithms and Architectures                                                                                  Blake A. Richards                                                                                  implemenation of Assessing the Scalability of Biologically-Motivated Deep Learning Algorithms and Architectures
Assessing the Scalability of Biologically-Motivated Deep Learning Algorithms and Architectures                                                                                  Luke Marris                                                                                  implemenation of Assessing the Scalability of Biologically-Motivated Deep Learning Algorithms and Architectures
Assessing the Scalability of Biologically-Motivated Deep Learning Algorithms and Architectures                                                                                  Sergey Bartunov                                                                                  implemenation of Assessing the Scalability of Biologically-Motivated Deep Learning Algorithms and Architectures
Asymptotic Soft Filter Pruning for Deep Convolutional Neural Networks                                                                                  Yanwei Fu                                                                                  implemenation of Asymptotic Soft Filter Pruning for Deep Convolutional Neural Networks
Asymptotic Soft Filter Pruning for Deep Convolutional Neural Networks                                                                                  Chenggang Yan                                                                                  implemenation of Asymptotic Soft Filter Pruning for Deep Convolutional Neural Networks
Asymptotic Soft Filter Pruning for Deep Convolutional Neural Networks                                                                                  Xuanyi Dong                                                                                  implemenation of Asymptotic Soft Filter Pruning for Deep Convolutional Neural Networks
Asymptotic Soft Filter Pruning for Deep Convolutional Neural Networks                                                                                  Guoliang Kang                                                                                  implemenation of Asymptotic Soft Filter Pruning for Deep Convolutional Neural Networks
Asymptotic Soft Filter Pruning for Deep Convolutional Neural Networks                                                                                  Yi Yang                                                                                  implemenation of Asymptotic Soft Filter Pruning for Deep Convolutional Neural Networks
Asymptotic Soft Filter Pruning for Deep Convolutional Neural Networks                                                                                  Yang He                                                                                  implemenation of Asymptotic Soft Filter Pruning for Deep Convolutional Neural Networks
Building Damage Annotation on Post-Hurricane Satellite Imagery Based on Convolutional Neural Networks                                                                                  Quoc Dung Cao                                                                                  implemenation of Building Damage Annotation on Post-Hurricane Satellite Imagery Based on Convolutional Neural Networks
Building Damage Annotation on Post-Hurricane Satellite Imagery Based on Convolutional Neural Networks                                                                                  Youngjun Choe                                                                                  implemenation of Building Damage Annotation on Post-Hurricane Satellite Imagery Based on Convolutional Neural Networks
CHAMELEON: A Deep Learning Meta-Architecture for News Recommender Systems [Phd. Thesis]                                                                                  Gabriel de Souza Pereira Moreira                                                                                  implemenation of CHAMELEON: A Deep Learning Meta-Architecture for News Recommender Systems [Phd. Thesis]
BayesFlow: Learning complex stochastic models with invertible neural networks                                                                                  Lynton Ardizzone                                                                                  implemenation of BayesFlow: Learning complex stochastic models with invertible neural networks
BayesFlow: Learning complex stochastic models with invertible neural networks                                                                                  Stefan T. Radev                                                                                  implemenation of BayesFlow: Learning complex stochastic models with invertible neural networks
BayesFlow: Learning complex stochastic models with invertible neural networks                                                                                  Ulf K. Mertens                                                                                  implemenation of BayesFlow: Learning complex stochastic models with invertible neural networks
BayesFlow: Learning complex stochastic models with invertible neural networks                                                                                  Andreass Voss                                                                                  implemenation of BayesFlow: Learning complex stochastic models with invertible neural networks
BayesFlow: Learning complex stochastic models with invertible neural networks                                                                                  Ullrich Köthe                                                                                  implemenation of BayesFlow: Learning complex stochastic models with invertible neural networks
Autoinverse: Uncertainty Aware Inversion of Neural Networks                                                                                  Navid Ansari                                                                                  implemenation of Autoinverse: Uncertainty Aware Inversion of Neural Networks
Autoinverse: Uncertainty Aware Inversion of Neural Networks                                                                                  Vahid Babaei                                                                                  implemenation of Autoinverse: Uncertainty Aware Inversion of Neural Networks
Autoinverse: Uncertainty Aware Inversion of Neural Networks                                                                                  Hans-Peter Seidel                                                                                  implemenation of Autoinverse: Uncertainty Aware Inversion of Neural Networks
Autoinverse: Uncertainty Aware Inversion of Neural Networks                                                                                  Nima Vahidi Ferdowsi                                                                                  implemenation of Autoinverse: Uncertainty Aware Inversion of Neural Networks
An overview of deep learning based methods for unsupervised and semi-supervised anomaly detection in videos                                                                                  B Ravi Kiran                                                                                  implemenation of An overview of deep learning based methods for unsupervised and semi-supervised anomaly detection in videos
An overview of deep learning based methods for unsupervised and semi-supervised anomaly detection in videos                                                                                  Dilip Mathew Thomas                                                                                  implemenation of An overview of deep learning based methods for unsupervised and semi-supervised anomaly detection in videos
An overview of deep learning based methods for unsupervised and semi-supervised anomaly detection in videos                                                                                  Ranjith Parakkal                                                                                  implemenation of An overview of deep learning based methods for unsupervised and semi-supervised anomaly detection in videos
Automatic Brain Tumor Segmentation using Cascaded Anisotropic Convolutional Neural Networks                                                                                  Sebastien Ourselin                                                                                  implemenation of Automatic Brain Tumor Segmentation using Cascaded Anisotropic Convolutional Neural Networks
Automatic Brain Tumor Segmentation using Cascaded Anisotropic Convolutional Neural Networks                                                                                  Tom Vercauteren                                                                                  implemenation of Automatic Brain Tumor Segmentation using Cascaded Anisotropic Convolutional Neural Networks
Automatic Brain Tumor Segmentation using Cascaded Anisotropic Convolutional Neural Networks                                                                                  Wenqi Li                                                                                  implemenation of Automatic Brain Tumor Segmentation using Cascaded Anisotropic Convolutional Neural Networks
Automatic Brain Tumor Segmentation using Cascaded Anisotropic Convolutional Neural Networks                                                                                  Guotai Wang                                                                                  implemenation of Automatic Brain Tumor Segmentation using Cascaded Anisotropic Convolutional Neural Networks
Automatic differentiation in machine learning: a survey                                                                                  Atilim Gunes Baydin                                                                                  implemenation of Automatic differentiation in machine learning: a survey
Automatic differentiation in machine learning: a survey                                                                                  Alexey Andreyevich Radul                                                                                  implemenation of Automatic differentiation in machine learning: a survey
Automatic differentiation in machine learning: a survey                                                                                  Barak A. Pearlmutter                                                                                  implemenation of Automatic differentiation in machine learning: a survey
Automatic differentiation in machine learning: a survey                                                                                  Jeffrey Mark Siskind                                                                                  implemenation of Automatic differentiation in machine learning: a survey
Bayesian Neural Networks                                                                                  Vikram Mullachery                                                                                  implemenation of Bayesian Neural Networks
Bayesian Neural Networks                                                                                  Amir Husain                                                                                  implemenation of Bayesian Neural Networks
Bayesian Neural Networks                                                                                  Aniruddh Khera                                                                                  implemenation of Bayesian Neural Networks
Bayesian Neural Networks                                                                                  Tom Charnock                                                                                  implemenation of Bayesian Neural Networks
Bayesian Neural Networks                                                                                  Laurence Perreault-Levasseur                                                                                  implemenation of Bayesian Neural Networks
Bayesian Neural Networks                                                                                  François Lanusse                                                                                  implemenation of Bayesian Neural Networks
Community detection with spiking neural networks for neuromorphic hardware                                                                                  Kathleen E. Hamilton                                                                                  implemenation of Community detection with spiking neural networks for neuromorphic hardware
Community detection with spiking neural networks for neuromorphic hardware                                                                                  Neena Imam                                                                                  implemenation of Community detection with spiking neural networks for neuromorphic hardware
Community detection with spiking neural networks for neuromorphic hardware                                                                                  Travis S. Humble                                                                                  implemenation of Community detection with spiking neural networks for neuromorphic hardware
Chessboard and chess piece recognition with the support of neural networks                                                                                  Artur Laskowski                                                                                  implemenation of Chessboard and chess piece recognition with the support of neural networks
