Result of /data/leuven/370/vsc37064/new_queries_named_graph_join_order/query_37.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
workTitle                                                                         authorName                                                                        implementationName
Ashaar: Automatic Analysis and Generation of Arabic Poetry Using Deep Learning Approaches                                                                                  Moataz Ahmed                                                                                  implemenation of Ashaar: Automatic Analysis and Generation of Arabic Poetry Using Deep Learning Approaches
Ashaar: Automatic Analysis and Generation of Arabic Poetry Using Deep Learning Approaches                                                                                  Zaid Alyafeai                                                                                  implemenation of Ashaar: Automatic Analysis and Generation of Arabic Poetry Using Deep Learning Approaches
A Machine Learning Approach to Forecasting Remotely Sensed Vegetation Health                                                                                                                                                                    implemenation of A Machine Learning Approach to Forecasting Remotely Sensed Vegetation Health
Conditional Time Series Forecasting with Convolutional Neural Networks                                                                                  Anastasia Borovykh                                                                                  implemenation of Conditional Time Series Forecasting with Convolutional Neural Networks
Conditional Time Series Forecasting with Convolutional Neural Networks                                                                                  Cornelis W. Oosterlee                                                                                  implemenation of Conditional Time Series Forecasting with Convolutional Neural Networks
Conditional Time Series Forecasting with Convolutional Neural Networks                                                                                  Sander Bohte                                                                                  implemenation of Conditional Time Series Forecasting with Convolutional Neural Networks
Complex-valued Neural Networks with Non-parametric Activation Functions                                                                                  Simone Scardapane                                                                                  implemenation of Complex-valued Neural Networks with Non-parametric Activation Functions
Complex-valued Neural Networks with Non-parametric Activation Functions                                                                                  Steven Van Vaerenbergh                                                                                  implemenation of Complex-valued Neural Networks with Non-parametric Activation Functions
Complex-valued Neural Networks with Non-parametric Activation Functions                                                                                  Amir Hussain                                                                                  implemenation of Complex-valued Neural Networks with Non-parametric Activation Functions
Complex-valued Neural Networks with Non-parametric Activation Functions                                                                                  Aurelio Uncini                                                                                  implemenation of Complex-valued Neural Networks with Non-parametric Activation Functions
Constrained Deep Learning using Conditional Gradient and Applications in Computer Vision                                                                                  Sathya N. Ravi                                                                                  implemenation of Constrained Deep Learning using Conditional Gradient and Applications in Computer Vision
Constrained Deep Learning using Conditional Gradient and Applications in Computer Vision                                                                                  Tuan Dinh                                                                                  implemenation of Constrained Deep Learning using Conditional Gradient and Applications in Computer Vision
Constrained Deep Learning using Conditional Gradient and Applications in Computer Vision                                                                                  Vishnu Sai Rao Lokhande                                                                                  implemenation of Constrained Deep Learning using Conditional Gradient and Applications in Computer Vision
Constrained Deep Learning using Conditional Gradient and Applications in Computer Vision                                                                                  Vikas Singh                                                                                  implemenation of Constrained Deep Learning using Conditional Gradient and Applications in Computer Vision
Correspondence of Deep Neural Networks and the Brain for Visual Textures                                                                                  Odelia Schwartz                                                                                  implemenation of Correspondence of Deep Neural Networks and the Brain for Visual Textures
Correspondence of Deep Neural Networks and the Brain for Visual Textures                                                                                  Luis G. Sanchez Giraldo                                                                                  implemenation of Correspondence of Deep Neural Networks and the Brain for Visual Textures
Correspondence of Deep Neural Networks and the Brain for Visual Textures                                                                                  Md Nasir Uddin Laskar                                                                                  implemenation of Correspondence of Deep Neural Networks and the Brain for Visual Textures
Bayesian Optimization for Parameter Tuning of the XOR Neural Network                                                                                  Lawrence Stewart                                                                                  implemenation of Bayesian Optimization for Parameter Tuning of the XOR Neural Network
Bayesian Optimization for Parameter Tuning of the XOR Neural Network                                                                                  Mark Stalzer                                                                                  implemenation of Bayesian Optimization for Parameter Tuning of the XOR Neural Network
Character-level Recurrent Neural Networks in Practice: Comparing Training and Sampling Schemes                                                                                  Cedric De Boom                                                                                  implemenation of Character-level Recurrent Neural Networks in Practice: Comparing Training and Sampling Schemes
Character-level Recurrent Neural Networks in Practice: Comparing Training and Sampling Schemes                                                                                  Bart Dhoedt                                                                                  implemenation of Character-level Recurrent Neural Networks in Practice: Comparing Training and Sampling Schemes
Character-level Recurrent Neural Networks in Practice: Comparing Training and Sampling Schemes                                                                                  Thomas Demeester                                                                                  implemenation of Character-level Recurrent Neural Networks in Practice: Comparing Training and Sampling Schemes
Bayesian Sparsification of Recurrent Neural Networks                                                                                  Dmitry Vetrov                                                                                  implemenation of Bayesian Sparsification of Recurrent Neural Networks
Bayesian Sparsification of Recurrent Neural Networks                                                                                  Ekaterina Lobacheva                                                                                  implemenation of Bayesian Sparsification of Recurrent Neural Networks
Bayesian Sparsification of Recurrent Neural Networks                                                                                  Nadezhda Chirkova                                                                                  implemenation of Bayesian Sparsification of Recurrent Neural Networks
Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks                                                                                  Rickmer Braren                                                                                  implemenation of Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks
Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks                                                                                  Markus Rempfler                                                                                  implemenation of Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks
Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks                                                                                  Seyed-Ahmad Ahmadi                                                                                  implemenation of Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks
Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks                                                                                  Felix Grün                                                                                  implemenation of Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks
Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks                                                                                  Felix Hofmann                                                                                  implemenation of Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks
Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks                                                                                  Florian Ettlinger                                                                                  implemenation of Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks
Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks                                                                                  Freba Ahmaddy                                                                                  implemenation of Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks
Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks                                                                                  Georgios Kaissis                                                                                  implemenation of Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks
Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks                                                                                  Jana Lipkova                                                                                  implemenation of Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks
Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks                                                                                  Marc Bickel                                                                                  implemenation of Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks
Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks                                                                                  Melvin D Anastasi                                                                                  implemenation of Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks
Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks                                                                                  Patrick Bilic                                                                                  implemenation of Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks
Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks                                                                                  Volker Heinemann                                                                                  implemenation of Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks
Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks                                                                                  Bjoern Menze                                                                                  implemenation of Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks
Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks                                                                                  Julian Holch                                                                                  implemenation of Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks
Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks                                                                                  Mohamed Ezzeldin A. Elshaera                                                                                  implemenation of Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks
Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks                                                                                  Patrick Ferdinand Christ                                                                                  implemenation of Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks
Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks                                                                                  Sebastian Schlecht                                                                                  implemenation of Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks
Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks                                                                                  Sunil Tatavarty                                                                                  implemenation of Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks
Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks                                                                                  Wieland Sommer                                                                                  implemenation of Automatic Liver and Tumor Segmentation of CT and MRI Volumes using Cascaded Fully Convolutional Neural Networks
Automatic Text Scoring Using Neural Networks                                                                                  Marek Rei                                                                                  implemenation of Automatic Text Scoring Using Neural Networks
Automatic Text Scoring Using Neural Networks                                                                                  Helen Yannakoudakis                                                                                  implemenation of Automatic Text Scoring Using Neural Networks
Automatic Text Scoring Using Neural Networks                                                                                  Dimitrios Alikaniotis                                                                                  implemenation of Automatic Text Scoring Using Neural Networks
Brain Tumor Segmentation with Deep Neural Networks                                                                                  Chris Pal                                                                                  implemenation of Brain Tumor Segmentation with Deep Neural Networks
Brain Tumor Segmentation with Deep Neural Networks                                                                                  Yoshua Bengio                                                                                  implemenation of Brain Tumor Segmentation with Deep Neural Networks
Brain Tumor Segmentation with Deep Neural Networks                                                                                  Hugo Larochelle                                                                                  implemenation of Brain Tumor Segmentation with Deep Neural Networks
Brain Tumor Segmentation with Deep Neural Networks                                                                                  Axel Davy                                                                                  implemenation of Brain Tumor Segmentation with Deep Neural Networks
Brain Tumor Segmentation with Deep Neural Networks                                                                                  David Warde-Farley                                                                                  implemenation of Brain Tumor Segmentation with Deep Neural Networks
Brain Tumor Segmentation with Deep Neural Networks                                                                                  Pierre-Marc Jodoin                                                                                  implemenation of Brain Tumor Segmentation with Deep Neural Networks
Brain Tumor Segmentation with Deep Neural Networks                                                                                  Antoine Biard                                                                                  implemenation of Brain Tumor Segmentation with Deep Neural Networks
Brain Tumor Segmentation with Deep Neural Networks                                                                                  Aaron Courville                                                                                  implemenation of Brain Tumor Segmentation with Deep Neural Networks
Brain Tumor Segmentation with Deep Neural Networks                                                                                  Mohammad Havaei                                                                                  implemenation of Brain Tumor Segmentation with Deep Neural Networks
CYCLADES: Conflict-free Asynchronous Machine Learning                                                                                  Benjamin Recht                                                                                  implemenation of CYCLADES: Conflict-free Asynchronous Machine Learning
CYCLADES: Conflict-free Asynchronous Machine Learning                                                                                  Dimitris Papailiopoulos                                                                                  implemenation of CYCLADES: Conflict-free Asynchronous Machine Learning
CYCLADES: Conflict-free Asynchronous Machine Learning                                                                                  Michael. I. Jordan                                                                                  implemenation of CYCLADES: Conflict-free Asynchronous Machine Learning
CYCLADES: Conflict-free Asynchronous Machine Learning                                                                                  Maximilian Lam                                                                                  implemenation of CYCLADES: Conflict-free Asynchronous Machine Learning
CYCLADES: Conflict-free Asynchronous Machine Learning                                                                                  Xinghao Pan                                                                                  implemenation of CYCLADES: Conflict-free Asynchronous Machine Learning
CYCLADES: Conflict-free Asynchronous Machine Learning                                                                                  Ce Zhang                                                                                  implemenation of CYCLADES: Conflict-free Asynchronous Machine Learning
CYCLADES: Conflict-free Asynchronous Machine Learning                                                                                  Chris Re                                                                                  implemenation of CYCLADES: Conflict-free Asynchronous Machine Learning
CYCLADES: Conflict-free Asynchronous Machine Learning                                                                                  Kannan Ramchandran                                                                                  implemenation of CYCLADES: Conflict-free Asynchronous Machine Learning
CYCLADES: Conflict-free Asynchronous Machine Learning                                                                                  Stephen Tu                                                                                  implemenation of CYCLADES: Conflict-free Asynchronous Machine Learning
Character-level and Multi-channel Convolutional Neural Networks for Large-scale Authorship Attribution                                                                                  Parsa Ghaffari                                                                                  implemenation of Character-level and Multi-channel Convolutional Neural Networks for Large-scale Authorship Attribution
Character-level and Multi-channel Convolutional Neural Networks for Large-scale Authorship Attribution                                                                                  John G. Breslin                                                                                  implemenation of Character-level and Multi-channel Convolutional Neural Networks for Large-scale Authorship Attribution
Character-level and Multi-channel Convolutional Neural Networks for Large-scale Authorship Attribution                                                                                  Sebastian Ruder                                                                                  implemenation of Character-level and Multi-channel Convolutional Neural Networks for Large-scale Authorship Attribution
Bayesian Convolutional Neural Networks with Bernoulli Approximate Variational Inference                                                                                  Yarin Gal                                                                                  implemenation of Bayesian Convolutional Neural Networks with Bernoulli Approximate Variational Inference
Bayesian Convolutional Neural Networks with Bernoulli Approximate Variational Inference                                                                                  Zoubin Ghahramani                                                                                  implemenation of Bayesian Convolutional Neural Networks with Bernoulli Approximate Variational Inference
Cross-layer Optimization for High Speed Adders: A Pareto Driven Machine Learning Approach                                                                                  Yuzhe Ma                                                                                  implemenation of Cross-layer Optimization for High Speed Adders: A Pareto Driven Machine Learning Approach
Cross-layer Optimization for High Speed Adders: A Pareto Driven Machine Learning Approach                                                                                  Jin Miao                                                                                  implemenation of Cross-layer Optimization for High Speed Adders: A Pareto Driven Machine Learning Approach
Cross-layer Optimization for High Speed Adders: A Pareto Driven Machine Learning Approach                                                                                  Subhendu Roy                                                                                  implemenation of Cross-layer Optimization for High Speed Adders: A Pareto Driven Machine Learning Approach
Cross-layer Optimization for High Speed Adders: A Pareto Driven Machine Learning Approach                                                                                  Bei Yu                                                                                  implemenation of Cross-layer Optimization for High Speed Adders: A Pareto Driven Machine Learning Approach
Cross-layer Optimization for High Speed Adders: A Pareto Driven Machine Learning Approach                                                                                  Jiamin Chen                                                                                  implemenation of Cross-layer Optimization for High Speed Adders: A Pareto Driven Machine Learning Approach
Concise Explanations of Neural Networks using Adversarial Training                                                                                  Jiefeng Chen                                                                                  implemenation of Concise Explanations of Neural Networks using Adversarial Training
Concise Explanations of Neural Networks using Adversarial Training                                                                                  Somesh Jha                                                                                  implemenation of Concise Explanations of Neural Networks using Adversarial Training
Concise Explanations of Neural Networks using Adversarial Training                                                                                  Xi Wu                                                                                  implemenation of Concise Explanations of Neural Networks using Adversarial Training
Concise Explanations of Neural Networks using Adversarial Training                                                                                  Amrita Roy Chowdhury                                                                                  implemenation of Concise Explanations of Neural Networks using Adversarial Training
Concise Explanations of Neural Networks using Adversarial Training                                                                                  Prasad Chalasani                                                                                  implemenation of Concise Explanations of Neural Networks using Adversarial Training
Bayesian Learning of Neural Network Architectures                                                                                  Patrick van der Smagt                                                                                  implemenation of Bayesian Learning of Neural Network Architectures
Bayesian Learning of Neural Network Architectures                                                                                  Justin Bayer                                                                                  implemenation of Bayesian Learning of Neural Network Architectures
Bayesian Learning of Neural Network Architectures                                                                                  Georgi Dikov                                                                                  implemenation of Bayesian Learning of Neural Network Architectures
Combination of multiple Deep Learning architectures for Offensive Language Detection in Tweets                                                                                  Alexis Laignelet                                                                                  implemenation of Combination of multiple Deep Learning architectures for Offensive Language Detection in Tweets
Combination of multiple Deep Learning architectures for Offensive Language Detection in Tweets                                                                                  Batuhan Güler                                                                                  implemenation of Combination of multiple Deep Learning architectures for Offensive Language Detection in Tweets
Combination of multiple Deep Learning architectures for Offensive Language Detection in Tweets                                                                                  Nicolò Frisiani                                                                                  implemenation of Combination of multiple Deep Learning architectures for Offensive Language Detection in Tweets
DAG-GNN: DAG Structure Learning with Graph Neural Networks                                                                                  Jie Chen                                                                                  implemenation of DAG-GNN: DAG Structure Learning with Graph Neural Networks
DAG-GNN: DAG Structure Learning with Graph Neural Networks                                                                                  Mo Yu                                                                                  implemenation of DAG-GNN: DAG Structure Learning with Graph Neural Networks
DAG-GNN: DAG Structure Learning with Graph Neural Networks                                                                                  Yue Yu                                                                                  implemenation of DAG-GNN: DAG Structure Learning with Graph Neural Networks
DAG-GNN: DAG Structure Learning with Graph Neural Networks                                                                                  Tian Gao                                                                                  implemenation of DAG-GNN: DAG Structure Learning with Graph Neural Networks
Co-trained convolutional neural networks for automated detection of prostate cancer in multi-parametric MRI                                                                                  Liang Wang                                                                                  implemenation of Co-trained convolutional neural networks for automated detection of prostate cancer in multi-parametric MRI
Co-trained convolutional neural networks for automated detection of prostate cancer in multi-parametric MRI                                                                                  Chaoyue Liu                                                                                  implemenation of Co-trained convolutional neural networks for automated detection of prostate cancer in multi-parametric MRI
Co-trained convolutional neural networks for automated detection of prostate cancer in multi-parametric MRI                                                                                  Zhiwei Wang                                                                                  implemenation of Co-trained convolutional neural networks for automated detection of prostate cancer in multi-parametric MRI
Co-trained convolutional neural networks for automated detection of prostate cancer in multi-parametric MRI                                                                                  Hung Le Min                                                                                  implemenation of Co-trained convolutional neural networks for automated detection of prostate cancer in multi-parametric MRI
Co-trained convolutional neural networks for automated detection of prostate cancer in multi-parametric MRI                                                                                  Kwang-Ting (Tim) Cheng                                                                                  implemenation of Co-trained convolutional neural networks for automated detection of prostate cancer in multi-parametric MRI
Co-trained convolutional neural networks for automated detection of prostate cancer in multi-parametric MRI                                                                                  Xin Yang                                                                                  implemenation of Co-trained convolutional neural networks for automated detection of prostate cancer in multi-parametric MRI
Co-trained convolutional neural networks for automated detection of prostate cancer in multi-parametric MRI                                                                                  Jun Yang                                                                                  implemenation of Co-trained convolutional neural networks for automated detection of prostate cancer in multi-parametric MRI
Convolutional Neural Network with Median Layers for Denoising Salt-and-Pepper Contaminations                                                                                  Lionel Gueguen                                                                                  implemenation of Convolutional Neural Network with Median Layers for Denoising Salt-and-Pepper Contaminations
Convolutional Neural Network with Median Layers for Denoising Salt-and-Pepper Contaminations                                                                                  Luming Liang                                                                                  implemenation of Convolutional Neural Network with Median Layers for Denoising Salt-and-Pepper Contaminations
Convolutional Neural Network with Median Layers for Denoising Salt-and-Pepper Contaminations                                                                                  Sen Deng                                                                                  implemenation of Convolutional Neural Network with Median Layers for Denoising Salt-and-Pepper Contaminations
Convolutional Neural Network with Median Layers for Denoising Salt-and-Pepper Contaminations                                                                                  Xinming Wu                                                                                  implemenation of Convolutional Neural Network with Median Layers for Denoising Salt-and-Pepper Contaminations
Convolutional Neural Network with Median Layers for Denoising Salt-and-Pepper Contaminations                                                                                  Jing Qin                                                                                  implemenation of Convolutional Neural Network with Median Layers for Denoising Salt-and-Pepper Contaminations
Convolutional Neural Network with Median Layers for Denoising Salt-and-Pepper Contaminations                                                                                  Mingqiang Wei                                                                                  implemenation of Convolutional Neural Network with Median Layers for Denoising Salt-and-Pepper Contaminations
COVID-Net: A Tailored Deep Convolutional Neural Network Design for Detection of COVID-19 Cases from Chest X-Ray Images                                                                                  Alexander Wong                                                                                  implemenation of COVID-Net: A Tailored Deep Convolutional Neural Network Design for Detection of COVID-19 Cases from Chest X-Ray Images
COVID-Net: A Tailored Deep Convolutional Neural Network Design for Detection of COVID-19 Cases from Chest X-Ray Images                                                                                  Linda Wang                                                                                  implemenation of COVID-Net: A Tailored Deep Convolutional Neural Network Design for Detection of COVID-19 Cases from Chest X-Ray Images
Benchmarking MRI Reconstruction Neural Networks on Large Public Datasets                                                                                  Jean-Luc Starck                                                                                  implemenation of Benchmarking MRI Reconstruction Neural Networks on Large Public Datasets
Benchmarking MRI Reconstruction Neural Networks on Large Public Datasets                                                                                  Philippe Ciuciu                                                                                  implemenation of Benchmarking MRI Reconstruction Neural Networks on Large Public Datasets
Benchmarking MRI Reconstruction Neural Networks on Large Public Datasets                                                                                  Zaccharie Ramzi                                                                                  implemenation of Benchmarking MRI Reconstruction Neural Networks on Large Public Datasets
Connecting the Dots: Multivariate Time Series Forecasting with Graph Neural Networks                                                                                  Chengqi Zhang                                                                                  implemenation of Connecting the Dots: Multivariate Time Series Forecasting with Graph Neural Networks
Connecting the Dots: Multivariate Time Series Forecasting with Graph Neural Networks                                                                                  Jing Jiang                                                                                  implemenation of Connecting the Dots: Multivariate Time Series Forecasting with Graph Neural Networks
Connecting the Dots: Multivariate Time Series Forecasting with Graph Neural Networks                                                                                  Shirui Pan                                                                                  implemenation of Connecting the Dots: Multivariate Time Series Forecasting with Graph Neural Networks
Connecting the Dots: Multivariate Time Series Forecasting with Graph Neural Networks                                                                                  Guodong Long                                                                                  implemenation of Connecting the Dots: Multivariate Time Series Forecasting with Graph Neural Networks
Connecting the Dots: Multivariate Time Series Forecasting with Graph Neural Networks                                                                                  Xiaojun Chang                                                                                  implemenation of Connecting the Dots: Multivariate Time Series Forecasting with Graph Neural Networks
Connecting the Dots: Multivariate Time Series Forecasting with Graph Neural Networks                                                                                  Zonghan Wu                                                                                  implemenation of Connecting the Dots: Multivariate Time Series Forecasting with Graph Neural Networks
BraggNN: Fast X-ray Bragg Peak Analysis Using Deep Learning                                                                                  Rajkumar Kettimuthu                                                                                  implemenation of BraggNN: Fast X-ray Bragg Peak Analysis Using Deep Learning
BraggNN: Fast X-ray Bragg Peak Analysis Using Deep Learning                                                                                  Antonino Miceli                                                                                  implemenation of BraggNN: Fast X-ray Bragg Peak Analysis Using Deep Learning
BraggNN: Fast X-ray Bragg Peak Analysis Using Deep Learning                                                                                  Hemant Sharma                                                                                  implemenation of BraggNN: Fast X-ray Bragg Peak Analysis Using Deep Learning
BraggNN: Fast X-ray Bragg Peak Analysis Using Deep Learning                                                                                  Jonathan Almer                                                                                  implemenation of BraggNN: Fast X-ray Bragg Peak Analysis Using Deep Learning
BraggNN: Fast X-ray Bragg Peak Analysis Using Deep Learning                                                                                  Jun-Sang Park                                                                                  implemenation of BraggNN: Fast X-ray Bragg Peak Analysis Using Deep Learning
BraggNN: Fast X-ray Bragg Peak Analysis Using Deep Learning                                                                                  Peter Kenesei                                                                                  implemenation of BraggNN: Fast X-ray Bragg Peak Analysis Using Deep Learning
BraggNN: Fast X-ray Bragg Peak Analysis Using Deep Learning                                                                                  Ian Foster                                                                                  implemenation of BraggNN: Fast X-ray Bragg Peak Analysis Using Deep Learning
BraggNN: Fast X-ray Bragg Peak Analysis Using Deep Learning                                                                                  Zhengchun Liu                                                                                  implemenation of BraggNN: Fast X-ray Bragg Peak Analysis Using Deep Learning
CS2-Net: Deep Learning Segmentation of Curvilinear Structures in Medical Imaging                                                                                  Yonghuai Liu                                                                                  implemenation of CS2-Net: Deep Learning Segmentation of Curvilinear Structures in Medical Imaging
CS2-Net: Deep Learning Segmentation of Curvilinear Structures in Medical Imaging                                                                                  Alejandro F Frang                                                                                  implemenation of CS2-Net: Deep Learning Segmentation of Curvilinear Structures in Medical Imaging
CS2-Net: Deep Learning Segmentation of Curvilinear Structures in Medical Imaging                                                                                  Masahiro Akiba                                                                                  implemenation of CS2-Net: Deep Learning Segmentation of Curvilinear Structures in Medical Imaging
CS2-Net: Deep Learning Segmentation of Curvilinear Structures in Medical Imaging                                                                                  Pan Su                                                                                  implemenation of CS2-Net: Deep Learning Segmentation of Curvilinear Structures in Medical Imaging
